"Username","participant ethnicity","Response.RT","Response.JOL","Target_Ethnicity","Target_Gender","scored"
"M20302173_aoh","Black",10586,30,"W","M",1
"M20302173_aoh","Black",93110,76,"B","F",1
"M20303470_do","White",3313,20,"W","M",1
"M20303470_do","White",6404,100,"B","M",1
"M20303470_do","White",3519,20,"W","F",1
"M20303470_do","White",3512,10,"W","M",1
"M20303470_do","White",2434,100,"B","F",1
"M20303470_do","White",4719,100,"B","M",1
"M20303470_do","White",7246,100,"B","F",1
"M20303470_do","White",3529,100,"W","F",1
"M20303470_do","White",3707,0,"B","F",1
"M20303470_do","White",2661,10,"W","F",1
"M20303470_do","White",3853,20,"B","F",1
"M20303470_do","White",5158,40,"B","M",1
"M20303470_do","White",4660,100,"W","F",1
"M20303470_do","White",10063,10,"B","F",1
"M20303470_do","White",3811,10,"B","M",0
"M20303470_do","White",5543,100,"W","M",1
"M20303470_do","White",4118,30,"W","F",1
"M20303470_do","White",3544,100,"W","F",0
"M20303470_do","White",3700,100,"W","M",1
"M20303470_do","White",3217,100,"W","F",1
"M20303470_do","White",6602,90,"W","M",1
"M20303470_do","White",2653,100,"W","M",1
"M20303470_do","White",2485,100,"W","F",0
"M20303470_do","White",4236,10,"W","F",1
"M20303470_do","White",7755,40,"W","M",1
"M20303470_do","White",3786,90,"B","M",1
"M20303470_do","White",2961,0,"B","M",1
"M20303470_do","White",4703,80,"B","M",0
"M20303470_do","White",10898,60,"B","M",1
"M20303470_do","White",6963,100,"B","F",1
"M20303470_do","White",6610,10,"B","F",1
"M20303470_do","White",10599,90,"B","F",1
"M20303470_do","White",4785,50,"B","F",1
"M20303470_do","White",2626,100,"W","M",1
"M20303470_do","White",4713,100,"B","M",1
"M20303470_do","White",5367,60,"W","M",1
"M20303470_do","White",9594,40,"B","M",1
"M20303470_do","White",7049,100,"W","F",1
"M20303470_do","White",3152,20,"B","F",0
"M20303470_do","White",5687,40,"W","M",1
"M20306804_ah","Other/unknown",6861,20,"B","M",1
"M20306804_ah","Other/unknown",16568,68,"B","F",1
"M20306804_ah","Other/unknown",11810,20,"B","M",0
"M20306804_ah","Other/unknown",12285,65,"B","M",1
"M20306804_ah","Other/unknown",20710,56,"W","F",1
"M20306804_ah","Other/unknown",8405,25,"B","M",1
"M20306804_ah","Other/unknown",13809,35,"B","F",1
"M20306804_ah","Other/unknown",9697,20,"W","M",1
"M20306804_ah","Other/unknown",15350,73,"W","M",1
"M20306804_ah","Other/unknown",17668,30,"W","M",1
"M20306804_ah","Other/unknown",10078,65,"B","M",1
"M20306804_ah","Other/unknown",24271,70,"W","F",1
"M20306804_ah","Other/unknown",15568,75,"W","F",1
"M20306804_ah","Other/unknown",7796,60,"W","F",1
"M20306804_ah","Other/unknown",8745,80,"B","M",1
"M20306804_ah","Other/unknown",9477,45,"B","M",1
"M20306804_ah","Other/unknown",4891,15,"B","M",1
"M20306804_ah","Other/unknown",8693,10,"B","M",1
"M20306804_ah","Other/unknown",11064,47,"W","M",1
"M20306804_ah","Other/unknown",16233,55,"W","F",1
"M20306804_ah","Other/unknown",3598,0,"W","M",1
"M20306804_ah","Other/unknown",16810,15,"W","M",1
"M20306804_ah","Other/unknown",17269,61,"B","M",1
"M20306804_ah","Other/unknown",9245,32,"W","F",1
"M20306804_ah","Other/unknown",6309,24,"W","M",1
"M20306804_ah","Other/unknown",12720,45,"B","F",1
"M20306804_ah","Other/unknown",4637,15,"W","M",1
"M20306804_ah","Other/unknown",13201,25,"B","F",1
"M20306804_ah","Other/unknown",19684,62,"W","M",1
"M20306804_ah","Other/unknown",8090,15,"W","M",1
"M20306804_ah","Other/unknown",28092,74,"W","F",1
"M20306804_ah","Other/unknown",11099,30,"B","F",1
"M20306804_ah","Other/unknown",9557,29,"B","F",1
"M20306804_ah","Other/unknown",22593,35,"B","F",1
"M20306804_ah","Other/unknown",18775,80,"B","F",1
"M20306804_ah","Other/unknown",19341,60,"B","F",1
"M20306804_ah","Other/unknown",6032,35,"W","F",1
"M20306804_ah","Other/unknown",24433,60,"B","F",1
"M20306804_ah","Other/unknown",10080,50,"W","F",1
"M20306804_ah","Other/unknown",4133,80,"W","F",1
"M20306887_CDD","White",4261,40,"B","F",1
"M20306887_CDD","White",10350,30,"W","F",1
"M20306887_CDD","White",6906,35,"W","F",1
"M20306887_CDD","White",5007,30,"B","M",1
"M20306887_CDD","White",7238,30,"B","M",0
"M20306887_CDD","White",4635,30,"B","F",0
"M20306887_CDD","White",5354,55,"B","F",1
"M20306887_CDD","White",8654,40,"W","F",1
"M20306887_CDD","White",6897,40,"W","F",1
"M20306887_CDD","White",5555,20,"W","F",1
"M20306887_CDD","White",6275,55,"B","M",1
"M20306887_CDD","White",5674,20,"W","M",0
"M20306887_CDD","White",6090,30,"W","F",1
"M20306887_CDD","White",6383,20,"W","F",1
"M20306887_CDD","White",3710,15,"W","M",1
"M20306887_CDD","White",3359,20,"W","M",1
"M20306887_CDD","White",9527,15,"B","M",1
"M20306887_CDD","White",3960,20,"W","M",1
"M20306887_CDD","White",5443,35,"B","M",1
"M20306887_CDD","White",4368,50,"B","F",0
"M20306887_CDD","White",5808,15,"W","M",1
"M20306887_CDD","White",6175,55,"B","F",1
"M20306887_CDD","White",6212,65,"B","M",0
"M20306887_CDD","White",6952,20,"W","F",0
"M20306887_CDD","White",8446,80,"B","F",1
"M20306887_CDD","White",6069,45,"B","M",1
"M20306887_CDD","White",5151,60,"B","F",1
"M20306887_CDD","White",4121,40,"B","F",1
"M20306887_CDD","White",7562,45,"W","M",1
"M20306887_CDD","White",8719,40,"B","M",1
"M20306887_CDD","White",6601,75,"W","M",1
"M20306887_CDD","White",6222,60,"B","F",1
"M20306887_CDD","White",6510,25,"W","F",1
"M20306887_CDD","White",4905,25,"B","F",0
"M20306887_CDD","White",4921,45,"W","M",1
"M20306887_CDD","White",5637,25,"W","M",1
"M20306887_CDD","White",5172,80,"W","M",1
"M20306887_CDD","White",15519,35,"B","M",1
"M20306887_CDD","White",5180,35,"W","F",1
"M20306887_CDD","White",5560,25,"B","M",1
"m20307848","Black",2500,90,"B","F",1
"m20307848","Black",2379,100,"B","F",1
"m20307848","Black",2553,100,"B","F",1
"m20307848","Black",3425,100,"B","F",1
"m20307848","Black",2898,20,"B","F",0
"m20307848","Black",134658,80,"B","M",0
"m20307848","Black",1775,100,"W","M",1
"m20307848","Black",3592,80,"W","M",1
"m20307848","Black",5867,100,"B","F",1
"m20307848","Black",2914,100,"W","M",1
"m20307848","Black",2967,90,"B","F",1
"m20307848","Black",2327,70,"B","F",1
"m20307848","Black",3461,100,"B","F",0
"m20307848","Black",2201,60,"B","F",1
"m20307848","Black",2626,50,"W","M",1
"m20307848","Black",139255,100,"W","M",1
"m20307848","Black",3026,80,"B","M",1
"m20307848","Black",2786,90,"B","M",1
"m20307848","Black",2403,50,"B","M",1
"m20307848","Black",103386,100,"W","M",0
"m20307848","Black",1792,100,"B","M",0
"m20307848","Black",1471,100,"B","M",0
"m20307848","Black",1825,100,"B","M",1
"m20307848","Black",2859,70,"B","M",1
"m20307848","Black",5678,100,"W","F",1
"m20307848","Black",2393,100,"W","F",1
"m20307848","Black",1976,100,"B","M",1
"m20307848","Black",2086,90,"W","F",0
"m20307848","Black",4688,50,"W","F",1
"m20307848","Black",2929,100,"W","F",1
"m20307848","Black",3650,70,"W","F",1
"m20307848","Black",2866,20,"W","M",1
"m20307848","Black",3350,100,"W","M",1
"m20307848","Black",6996,90,"B","M",1
"m20307848","Black",2898,100,"W","M",1
"m20307848","Black",2425,80,"W","F",1
"m20307848","Black",1552,100,"W","F",1
"m20307848","Black",1963,100,"W","F",1
"m20307848","Black",61889,50,"W","F",1
"m20307848","Black",3309,100,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",2727,20,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",3690,75,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",2078,0,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",4340,20,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",3252,10,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",2267,0,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",1258,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",886,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",2072,30,"B","F",0
"M20309295_tbg","Asian/Pacific Islander",2539,50,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",988,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",2027,0,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",923,0,"B","M",0
"M20309295_tbg","Asian/Pacific Islander",4599,30,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",3868,20,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",1029,0,"B","F",0
"M20309295_tbg","Asian/Pacific Islander",4382,25,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",2474,30,"B","F",0
"M20309295_tbg","Asian/Pacific Islander",1002,NA,"B","F",1
"M20309295_tbg","Asian/Pacific Islander",4663,0,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",5386,60,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",1509,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",3795,30,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",3337,20,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",1557,0,"B","F",1
"M20309295_tbg","Asian/Pacific Islander",4335,0,"B","F",1
"M20309295_tbg","Asian/Pacific Islander",1706,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",1533,0,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",4671,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",2857,25,"W","M",0
"M20309295_tbg","Asian/Pacific Islander",1112,0,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",4753,80,"W","F",1
"M20309295_tbg","Asian/Pacific Islander",1359,0,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",4509,35,"B","F",1
"M20309295_tbg","Asian/Pacific Islander",1088,0,"B","F",0
"M20309295_tbg","Asian/Pacific Islander",1316,0,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",2486,0,"B","F",0
"M20309295_tbg","Asian/Pacific Islander",3538,25,"W","M",1
"M20309295_tbg","Asian/Pacific Islander",4475,60,"B","M",1
"M20309295_tbg","Asian/Pacific Islander",1648,30,"B","F",1
"M20315356JN","Black",1670,12,"W","F",1
"M20315356JN","Black",2498,20,"W","F",1
"M20315356JN","Black",4723,50,"W","F",1
"M20315356JN","Black",1836,20,"W","F",0
"M20315356JN","Black",1491,23,"B","M",1
"M20315356JN","Black",5511,49,"B","F",1
"M20315356JN","Black",1205,13,"W","F",1
"M20315356JN","Black",4861,30,"B","F",1
"M20315356JN","Black",1746,30,"W","F",1
"M20315356JN","Black",3706,45,"B","M",1
"M20315356JN","Black",3441,36,"W","F",1
"M20315356JN","Black",4183,3,"W","F",1
"M20315356JN","Black",2143,30,"W","F",1
"M20315356JN","Black",2671,60,"B","F",1
"M20315356JN","Black",4941,12,"B","M",0
"M20315356JN","Black",1980,30,"B","F",1
"M20315356JN","Black",1266,12,"W","M",1
"M20315356JN","Black",2169,42,"W","M",1
"M20315356JN","Black",1721,20,"B","F",1
"M20315356JN","Black",1993,39,"B","M",1
"M20315356JN","Black",2806,50,"B","M",1
"M20315356JN","Black",1564,30,"B","M",1
"M20315356JN","Black",1902,30,"B","F",1
"M20315356JN","Black",5222,20,"W","M",1
"M20315356JN","Black",2119,30,"B","F",1
"M20315356JN","Black",3321,46,"B","M",1
"M20315356JN","Black",1500,20,"W","F",1
"M20315356JN","Black",1754,10,"B","M",0
"M20315356JN","Black",4042,29,"B","M",1
"M20315356JN","Black",1661,45,"W","M",0
"M20315356JN","Black",1674,43,"B","F",1
"M20315356JN","Black",3145,20,"W","M",1
"M20315356JN","Black",4020,20,"W","M",1
"M20315356JN","Black",4549,30,"B","F",1
"M20315356JN","Black",2451,10,"W","M",1
"M20315356JN","Black",1763,10,"W","M",1
"M20315356JN","Black",2572,40,"B","M",1
"M20315356JN","Black",2792,60,"W","M",1
"M20315356JN","Black",1704,20,"B","F",0
"M20315356JN","Black",1556,20,"W","M",0
"M20316040","White",5760,78,"W","M",1
"M20316040","White",2972,23,"W","M",0
"M20316040","White",2730,99,"W","M",1
"M20316040","White",2259,32,"B","M",0
"M20316040","White",1764,32,"W","F",0
"M20316040","White",2304,21,"W","F",1
"M20316040","White",2845,12,"W","M",0
"M20316040","White",3132,99,"W","M",0
"M20316040","White",4975,60,"W","M",1
"M20316040","White",5006,80,"B","F",1
"M20316040","White",4176,98,"W","F",1
"M20316040","White",4408,11,"W","F",1
"M20316040","White",4343,25,"B","F",1
"M20316040","White",2773,43,"W","F",1
"M20316040","White",2645,32,"W","F",1
"M20316040","White",2855,75,"B","F",1
"M20316040","White",4048,25,"W","F",0
"M20316040","White",2760,76,"W","M",1
"M20316040","White",4010,99,"B","M",1
"M20316040","White",3262,90,"B","M",1
"M20316040","White",5814,32,"W","M",1
"M20316040","White",1060,22,"W","M",1
"M20316040","White",3771,99,"B","M",0
"M20316040","White",3406,32,"B","F",0
"M20316040","White",1264,33,"B","F",1
"M20316040","White",3785,99,"B","F",1
"M20316040","White",1229,22,"B","M",1
"M20316040","White",1467,12,"W","F",1
"M20316040","White",5837,100,"W","M",1
"M20316040","White",5296,55,"B","M",1
"M20316040","White",2914,65,"B","M",1
"M20316040","White",1588,33,"W","F",0
"M20316040","White",2004,12,"W","F",1
"M20316040","White",7989,11,"B","M",0
"M20316040","White",3525,12,"B","F",1
"M20316040","White",2693,66,"B","F",1
"M20316040","White",2480,34,"B","M",1
"M20316040","White",6308,50,"B","F",1
"M20316040","White",2055,22,"B","M",0
"M20316040","White",3511,50,"B","F",1
"M20316582!_NDP","Black",2897,60,"B","F",1
"M20316582!_NDP","Black",3426,60,"W","M",1
"M20316582!_NDP","Black",3277,70,"W","M",1
"M20316582!_NDP","Black",3118,80,"B","M",1
"M20316582!_NDP","Black",4809,60,"W","F",1
"M20316582!_NDP","Black",4270,50,"W","M",1
"M20316582!_NDP","Black",2615,70,"W","F",1
"M20316582!_NDP","Black",4405,70,"W","F",1
"M20316582!_NDP","Black",3190,40,"B","F",1
"M20316582!_NDP","Black",2580,60,"B","M",1
"M20316582!_NDP","Black",3189,40,"B","M",0
"M20316582!_NDP","Black",3074,50,"B","M",1
"M20316582!_NDP","Black",3334,70,"B","M",0
"M20316582!_NDP","Black",6145,30,"W","F",1
"M20316582!_NDP","Black",5181,60,"B","M",1
"M20316582!_NDP","Black",3993,30,"B","F",0
"M20316582!_NDP","Black",2863,70,"W","M",0
"M20316582!_NDP","Black",4049,80,"W","M",1
"M20316582!_NDP","Black",3334,80,"W","M",1
"M20316582!_NDP","Black",4264,40,"W","M",1
"M20316582!_NDP","Black",3434,30,"W","M",0
"M20316582!_NDP","Black",2679,50,"B","M",1
"M20316582!_NDP","Black",5712,20,"B","M",0
"M20316582!_NDP","Black",4606,50,"W","F",1
"M20316582!_NDP","Black",9731,40,"W","F",1
"M20316582!_NDP","Black",2646,60,"B","F",1
"M20316582!_NDP","Black",2699,50,"B","M",1
"M20316582!_NDP","Black",2710,60,"W","M",1
"M20316582!_NDP","Black",4641,50,"W","F",1
"M20316582!_NDP","Black",2621,70,"B","F",1
"M20316582!_NDP","Black",2613,40,"B","F",1
"M20316582!_NDP","Black",4079,40,"B","F",1
"M20316582!_NDP","Black",4463,50,"B","F",1
"M20316582!_NDP","Black",5077,60,"W","F",1
"M20316582!_NDP","Black",2844,50,"W","F",1
"M20316582!_NDP","Black",3409,40,"B","F",1
"M20316582!_NDP","Black",2814,30,"W","M",1
"M20316582!_NDP","Black",2079,60,"B","F",1
"M20316582!_NDP","Black",4929,80,"B","M",1
"M20316582!_NDP","Black",6626,40,"W","F",0
"M20316895KC","White",4803,50,"W","M",0
"M20316895KC","White",2487,25,"W","M",1
"M20316895KC","White",38105,40,"W","M",1
"M20316895KC","White",3459,20,"W","M",0
"M20316895KC","White",8064,30,"B","M",1
"M20316895KC","White",2551,70,"W","F",1
"M20316895KC","White",10539,64,"W","M",1
"M20316895KC","White",4609,1,"W","M",0
"M20316895KC","White",9809,26,"W","M",0
"M20316895KC","White",3608,50,"W","F",1
"M20316895KC","White",8926,50,"W","F",1
"M20316895KC","White",4254,70,"W","F",1
"M20316895KC","White",1730,25,"B","F",1
"M20316895KC","White",3100,20,"B","F",1
"M20316895KC","White",4913,25,"B","M",0
"M20316895KC","White",35495,90,"B","M",1
"M20316895KC","White",10156,13,"W","F",1
"M20316895KC","White",3501,70,"W","F",1
"M20316895KC","White",3818,40,"W","F",1
"M20316895KC","White",4441,15,"W","M",1
"M20316895KC","White",6099,50,"W","M",1
"M20316895KC","White",4239,65,"B","M",1
"M20316895KC","White",2810,15,"W","F",0
"M20316895KC","White",4495,25,"B","F",0
"M20316895KC","White",3752,70,"B","M",0
"M20316895KC","White",2704,25,"W","F",0
"M20316895KC","White",7964,29,"B","F",0
"M20316895KC","White",2930,40,"B","F",0
"M20316895KC","White",2006,15,"B","M",0
"M20316895KC","White",9588,15,"W","M",0
"M20316895KC","White",2435,20,"B","M",1
"M20316895KC","White",9252,30,"B","M",1
"M20316895KC","White",3846,15,"B","F",0
"M20316895KC","White",3727,20,"B","M",1
"M20316895KC","White",3232,30,"B","F",1
"M20316895KC","White",2426,25,"B","M",1
"M20316895KC","White",2553,30,"W","F",1
"M20316895KC","White",2391,30,"B","F",1
"M20316895KC","White",3158,70,"B","F",1
"M20316895KC","White",5850,6,"B","F",1
"M20317658AD","White",8534,50,"B","M",1
"M20317658AD","White",8783,70,"W","M",1
"M20317658AD","White",5420,30,"B","M",1
"M20317658AD","White",5028,40,"B","M",1
"M20317658AD","White",7158,50,"W","F",1
"M20317658AD","White",614,NA,"W","M",0
"M20317658AD","White",7934,30,"B","M",1
"M20317658AD","White",4982,40,"W","F",1
"M20317658AD","White",5982,30,"W","F",1
"M20317658AD","White",6707,60,"W","M",1
"M20317658AD","White",5974,40,"W","F",1
"M20317658AD","White",5890,40,"W","M",1
"M20317658AD","White",5086,40,"B","F",1
"M20317658AD","White",5471,30,"W","F",1
"M20317658AD","White",4157,50,"W","M",0
"M20317658AD","White",4159,30,"B","M",1
"M20317658AD","White",5204,30,"B","M",1
"M20317658AD","White",10662,70,"B","F",1
"M20317658AD","White",9085,50,"B","M",1
"M20317658AD","White",6482,30,"W","F",1
"M20317658AD","White",8367,60,"B","F",1
"M20317658AD","White",6414,40,"B","F",1
"M20317658AD","White",7577,40,"B","F",1
"M20317658AD","White",5637,50,"W","M",1
"M20317658AD","White",5527,40,"B","M",1
"M20317658AD","White",5957,40,"B","M",1
"M20317658AD","White",5946,60,"W","M",1
"M20317658AD","White",6415,50,"B","F",1
"M20317658AD","White",5296,30,"W","F",1
"M20317658AD","White",3705,50,"W","F",1
"M20317658AD","White",7578,70,"W","F",1
"M20317658AD","White",5057,60,"W","M",1
"M20317658AD","White",4052,30,"W","M",0
"M20317658AD","White",7531,50,"B","M",1
"M20317658AD","White",9332,50,"B","F",1
"M20317658AD","White",4172,40,"B","F",0
"M20317658AD","White",4932,70,"W","F",1
"M20317658AD","White",4413,50,"W","M",1
"M20317658AD","White",5653,50,"B","F",1
"M20317658AD","White",6292,50,"B","F",1
"M20317660_HDM","White",2504,100,"B","M",0
"M20317660_HDM","White",3286,80,"B","M",1
"M20317660_HDM","White",2806,100,"W","M",1
"M20317660_HDM","White",2613,100,"W","M",0
"M20317660_HDM","White",2443,100,"W","M",1
"M20317660_HDM","White",3424,80,"W","F",1
"M20317660_HDM","White",2803,80,"B","M",1
"M20317660_HDM","White",2179,100,"W","F",1
"M20317660_HDM","White",3264,100,"W","M",1
"M20317660_HDM","White",5486,100,"B","M",1
"M20317660_HDM","White",2372,100,"W","F",1
"M20317660_HDM","White",3074,80,"B","M",0
"M20317660_HDM","White",6436,100,"B","M",1
"M20317660_HDM","White",3022,90,"B","M",0
"M20317660_HDM","White",4439,100,"B","M",1
"M20317660_HDM","White",5287,90,"W","M",0
"M20317660_HDM","White",3594,100,"B","F",1
"M20317660_HDM","White",3269,80,"B","F",1
"M20317660_HDM","White",7705,80,"W","M",0
"M20317660_HDM","White",2690,100,"W","M",1
"M20317660_HDM","White",2872,100,"W","M",1
"M20317660_HDM","White",7123,70,"B","F",0
"M20317660_HDM","White",2159,100,"W","F",1
"M20317660_HDM","White",4368,80,"B","M",1
"M20317660_HDM","White",3009,90,"W","F",0
"M20317660_HDM","White",2981,80,"W","F",1
"M20317660_HDM","White",2748,100,"B","M",1
"M20317660_HDM","White",2986,100,"W","F",1
"M20317660_HDM","White",3651,90,"W","M",1
"M20317660_HDM","White",2763,100,"W","M",1
"M20317660_HDM","White",2654,80,"B","F",1
"M20317660_HDM","White",2436,90,"B","F",0
"M20317660_HDM","White",4679,90,"B","F",1
"M20317660_HDM","White",3196,90,"B","F",1
"M20317660_HDM","White",5581,70,"B","F",0
"M20317660_HDM","White",2368,100,"B","F",1
"M20317660_HDM","White",2281,80,"B","F",0
"M20317660_HDM","White",2785,100,"W","F",1
"M20317660_HDM","White",3748,90,"W","F",1
"M20317660_HDM","White",3816,80,"W","F",1
"M20317671ajb","Black",3669,4,"B","M",1
"M20317671ajb","Black",1093,5,"B","M",0
"M20317671ajb","Black",1455,7,"W","F",0
"M20317671ajb","Black",1501,7,"W","M",1
"M20317671ajb","Black",13888,2,"W","M",1
"M20317671ajb","Black",1442,5,"W","M",1
"M20317671ajb","Black",1775,7,"W","F",1
"M20317671ajb","Black",6668,5,"W","F",0
"M20317671ajb","Black",1186,4,"W","F",0
"M20317671ajb","Black",1608,6,"B","M",1
"M20317671ajb","Black",1705,6,"B","M",1
"M20317671ajb","Black",1279,7,"W","F",0
"M20317671ajb","Black",1271,4,"B","M",1
"M20317671ajb","Black",5540,5,"W","F",1
"M20317671ajb","Black",1097,3,"W","F",0
"M20317671ajb","Black",1497,7,"B","F",1
"M20317671ajb","Black",5131,5,"W","M",1
"M20317671ajb","Black",5902,5,"W","M",1
"M20317671ajb","Black",4846,4,"W","M",1
"M20317671ajb","Black",6795,4,"B","M",1
"M20317671ajb","Black",8075,5,"B","M",1
"M20317671ajb","Black",1191,4,"B","F",0
"M20317671ajb","Black",23622,2,"B","M",1
"M20317671ajb","Black",1297,5,"W","F",1
"M20317671ajb","Black",4357,4,"B","F",1
"M20317671ajb","Black",1200,6,"B","M",0
"M20317671ajb","Black",1832,2,"W","F",1
"M20317671ajb","Black",1486,7,"W","M",0
"M20317671ajb","Black",1244,5,"B","F",1
"M20317671ajb","Black",1703,5,"B","F",1
"M20317671ajb","Black",14223,5,"B","F",1
"M20317671ajb","Black",7370,5,"B","F",0
"M20317671ajb","Black",1889,6,"W","F",0
"M20317671ajb","Black",5760,5,"B","F",0
"M20317671ajb","Black",7893,5,"B","M",1
"M20317671ajb","Black",15564,5,"B","F",1
"M20317671ajb","Black",3588,7,"W","M",1
"M20317671ajb","Black",6008,4,"W","M",0
"M20317671ajb","Black",1384,5,"W","M",0
"M20317671ajb","Black",5444,5,"B","F",1
"M20317687!","Other/unknown",4314,40,"W","F",1
"M20317687!","Other/unknown",2048,10,"W","M",1
"M20317687!","Other/unknown",1757,10,"W","M",1
"M20317687!","Other/unknown",2595,60,"W","M",1
"M20317687!","Other/unknown",1751,20,"W","M",1
"M20317687!","Other/unknown",2075,70,"W","F",1
"M20317687!","Other/unknown",2495,20,"B","M",0
"M20317687!","Other/unknown",2378,80,"W","F",1
"M20317687!","Other/unknown",2772,10,"W","M",1
"M20317687!","Other/unknown",3239,50,"B","F",1
"M20317687!","Other/unknown",2098,20,"W","M",1
"M20317687!","Other/unknown",3077,70,"B","M",1
"M20317687!","Other/unknown",3450,80,"B","F",1
"M20317687!","Other/unknown",4972,100,"B","M",1
"M20317687!","Other/unknown",1707,10,"B","M",1
"M20317687!","Other/unknown",3646,60,"B","F",1
"M20317687!","Other/unknown",4108,40,"B","F",1
"M20317687!","Other/unknown",2812,40,"W","F",1
"M20317687!","Other/unknown",1860,40,"W","M",1
"M20317687!","Other/unknown",2207,30,"W","F",1
"M20317687!","Other/unknown",2951,30,"B","F",0
"M20317687!","Other/unknown",1844,100,"W","F",1
"M20317687!","Other/unknown",3412,100,"W","F",1
"M20317687!","Other/unknown",3681,30,"B","M",1
"M20317687!","Other/unknown",2778,70,"B","M",1
"M20317687!","Other/unknown",2458,10,"B","M",1
"M20317687!","Other/unknown",6122,20,"W","M",1
"M20317687!","Other/unknown",2236,60,"W","M",1
"M20317687!","Other/unknown",4342,100,"W","F",1
"M20317687!","Other/unknown",2189,10,"W","M",1
"M20317687!","Other/unknown",2162,20,"B","F",1
"M20317687!","Other/unknown",3679,40,"B","F",0
"M20317687!","Other/unknown",2287,40,"B","F",1
"M20317687!","Other/unknown",7207,100,"B","M",1
"M20317687!","Other/unknown",2126,10,"B","M",1
"M20317687!","Other/unknown",2515,100,"B","M",1
"M20317687!","Other/unknown",3676,70,"W","F",1
"M20317687!","Other/unknown",2453,10,"W","F",1
"M20317687!","Other/unknown",2159,70,"B","F",1
"M20317687!","Other/unknown",2873,60,"B","F",1
"M20317864_jrm","White",1051,86,"B","F",1
"M20317864_jrm","White",7502,76,"B","F",1
"M20317864_jrm","White",1299,27,"B","M",0
"M20317864_jrm","White",3676,40,"B","M",1
"M20317864_jrm","White",3981,34,"B","M",1
"M20317864_jrm","White",3310,12,"B","M",1
"M20317864_jrm","White",2524,59,"B","M",0
"M20317864_jrm","White",1077,96,"B","M",1
"M20317864_jrm","White",3834,34,"B","M",1
"M20317864_jrm","White",1265,47,"W","F",0
"M20317864_jrm","White",1194,36,"W","F",1
"M20317864_jrm","White",1656,80,"W","F",1
"M20317864_jrm","White",4809,53,"W","F",1
"M20317864_jrm","White",1209,35,"W","F",0
"M20317864_jrm","White",4825,73,"W","F",1
"M20317864_jrm","White",4877,63,"W","F",1
"M20317864_jrm","White",12652,65,"W","F",1
"M20317864_jrm","White",3151,100,"W","F",1
"M20317864_jrm","White",1536,98,"W","F",0
"M20317864_jrm","White",2123,50,"W","M",0
"M20317864_jrm","White",6848,61,"W","M",1
"M20317864_jrm","White",4411,0,"W","M",0
"M20317864_jrm","White",17254,0,"W","M",1
"M20317864_jrm","White",5688,41,"W","M",1
"M20317864_jrm","White",11088,27,"W","M",1
"M20317864_jrm","White",1219,76,"W","M",0
"M20317864_jrm","White",1561,54,"W","M",0
"M20317864_jrm","White",2503,54,"W","M",1
"M20317864_jrm","White",1576,47,"W","M",0
"M20317864_jrm","White",1168,75,"B","M",0
"M20317864_jrm","White",4980,69,"B","F",0
"M20317864_jrm","White",5359,67,"B","F",0
"M20317864_jrm","White",5250,49,"B","F",1
"M20317864_jrm","White",1257,76,"B","F",0
"M20317864_jrm","White",1173,96,"B","F",0
"M20317864_jrm","White",3861,58,"B","F",1
"M20317864_jrm","White",2617,45,"B","F",1
"M20317864_jrm","White",1281,54,"B","F",0
"M20317864_jrm","White",8515,15,"B","M",0
"M20317864_jrm","White",1105,476,"B","M",0
"M20317867AKS","White",3637,55,"B","M",1
"M20317867AKS","White",4119,70,"B","M",1
"M20317867AKS","White",2388,20,"B","F",0
"M20317867AKS","White",2070,25,"W","F",0
"M20317867AKS","White",2238,90,"B","F",1
"M20317867AKS","White",2799,23,"B","M",1
"M20317867AKS","White",2118,20,"B","M",0
"M20317867AKS","White",2765,50,"B","M",1
"M20317867AKS","White",2059,55,"W","F",1
"M20317867AKS","White",2044,23,"W","F",1
"M20317867AKS","White",1801,22,"W","F",1
"M20317867AKS","White",2721,46,"W","F",0
"M20317867AKS","White",2323,99,"W","M",1
