UsVrnZmV,participant.ethnicity,Response.RT,Response.JOL,Target_Ethnicity,Target_Gender,scored
M20301524_VZ,Other/unknown,2181,0,W,M,1
M20301524_VZ,Other/unknown,6446,50,W,F,1
M20301524_VZ,Other/unknown,4504,20,B,M,1
M20301524_VZ,Other/unknown,5559,50,W,F,1
M20301524_VZ,Other/unknown,2623,0,B,M,1
M20301524_VZ,Other/unknown,4613,50,W,M,1
M20301524_VZ,Other/unknown,3916,0,B,F,1
M20301524_VZ,Other/unknown,4486,10,W,M,1
M20301524_VZ,Other/unknown,2798,0,W,F,1
M20301524_VZ,Other/unknown,4122,60,W,M,1
M20301524_VZ,Other/unknown,3833,50,W,M,1
M20301524_VZ,Other/unknown,1738,0,B,F,0
M20301524_VZ,Other/unknown,3546,0,W,M,0
M20301524_VZ,Other/unknown,3600,60,W,F,1
M20301524_VZ,Other/unknown,1830,0,W,F,1
M20301524_VZ,Other/unknown,2977,0,B,F,1
M20301524_VZ,Other/unknown,1700,0,B,M,0
M20301524_VZ,Other/unknown,3355,0,W,M,1
M20301524_VZ,Other/unknown,2748,0,B,F,1
M20301524_VZ,Other/unknown,3173,0,B,F,1
M20301524_VZ,Other/unknown,1831,0,W,F,1
M20301524_VZ,Other/unknown,3718,0,B,M,1
M20301524_VZ,Other/unknown,5321,10,B,F,1
M20301524_VZ,Other/unknown,3285,30,B,F,1
M20301524_VZ,Other/unknown,2146,0,B,M,0
M20301524_VZ,Other/unknown,5404,60,B,M,1
M20301524_VZ,Other/unknown,3643,0,B,F,0
M20301524_VZ,Other/unknown,2255,0,B,M,1
M20301524_VZ,Other/unknown,4062,50,B,M,1
M20301524_VZ,Other/unknown,2373,0,W,F,0
M20301524_VZ,Other/unknown,1488,0,B,F,0
M20301524_VZ,Other/unknown,2600,0,B,F,1
M20301524_VZ,Other/unknown,1709,0,W,F,1
M20301992,Other/unknown,7195,30,B,F,0
M20301992,Other/unknown,4862,60,W,F,0
M20301992,Other/unknown,13557,20,W,F,0
M20301992,Other/unknown,5672,75,W,M,1
M20301992,Other/unknown,6438,60,W,F,0
M20301992,Other/unknown,2931,4,B,M,0
M20301992,Other/unknown,2925,20,W,M,1
M20301992,Other/unknown,9325,60,B,M,0
M20301992,Other/unknown,5554,85,W,F,1
M20301992,Other/unknown,5052,90,W,F,1
M20301992,Other/unknown,4934,35,W,F,0
M20301992,Other/unknown,3680,70,W,M,1
M20301992,Other/unknown,3626,30,B,F,1
M20301992,Other/unknown,2865,20,W,M,1
M20301992,Other/unknown,6999,40,B,F,1
M20301992,Other/unknown,14507,40,W,M,0
M20301992,Other/unknown,7962,35,B,M,0
M20301992,Other/unknown,7371,65,W,F,1
M20301992,Other/unknown,5375,0,B,M,1
M20301992,Other/unknown,4996,90,B,M,1
M20301992,Other/unknown,4658,85,B,M,1
M20301992,Other/unknown,4076,50,B,M,0
M20301992,Other/unknown,4898,0,W,M,0
M20301992,Other/unknown,13065,34,W,M,0
M20301992,Other/unknown,4121,10,W,F,0
M20301992,Other/unknown,4234,20,B,F,0
M20301992,Other/unknown,3606,85,W,F,0
M20301992,Other/unknown,4793,90,W,M,1
M20301992,Other/unknown,3800,30,B,F,0
M20301992,Other/unknown,5640,85,W,F,1
M20301992,Other/unknown,4909,20,W,M,1
M20301992,Other/unknown,2402,0,B,F,1
M20301992,Other/unknown,2635,0,B,F,0
M20301992,Other/unknown,5890,20,B,F,0
M20301992,Other/unknown,4566,5,B,M,0
M20301992,Other/unknown,3824,10,B,M,0
M20301992,Other/unknown,21859,10,B,M,1
M20301992,Other/unknown,16023,70,B,F,1
M20301992,Other/unknown,4036,50,W,M,1
M20301992,Other/unknown,3960,70,B,F,1
M20302173_ZLS,Black,26090,70,B,M,0
M20302173_ZLS,Black,11832,85,B,M,1
M20302173_ZLS,Black,10850,65,W,F,0
M20302173_ZLS,Black,10641,70,W,M,0
M20302173_ZLS,Black,5468,50,B,M,0
M20302173_ZLS,Black,12325,60,W,F,1
M20302173_ZLS,Black,14713,38,W,F,1
M20302173_ZLS,Black,33919,40,B,F,1
M20302173_ZLS,Black,10095,40,B,M,1
M20302173_ZLS,Black,11534,60,B,M,1
M20302173_ZLS,Black,22217,70,B,F,1
M20302173_ZLS,Black,13193,25,W,F,0
M20302173_ZLS,Black,20624,80,W,F,1
M20302173_ZLS,Black,7742,18,W,F,1
M20302173_ZLS,Black,4969,37,B,M,1
M20302173_ZLS,Black,6579,25,W,F,0
M20302173_ZLS,Black,22806,27,W,M,1
M20302173_ZLS,Black,11012,78,W,F,1
M20302173_ZLS,Black,9492,56,W,M,0
M20302173_ZLS,Black,5110,43,W,F,0
M20302173_ZLS,Black,8481,75,B,M,1
M20302173_ZLS,Black,12651,80,B,F,1
M20302173_ZLS,Black,11741,54,B,F,1
M20302173_ZLS,Black,37450,45,B,F,0
M20302173_ZLS,Black,12386,36,W,F,1
M20302173_ZLS,Black,10299,50,B,F,1
M20302173_ZLS,Black,24870,50,B,F,1
M20302173_ZLS,Black,6199,47,W,M,1
M20302173_ZLS,Black,74146,46,B,M,1
M20302173_ZLS,Black,8668,47,B,M,1
M20302173_ZLS,Black,8254,35,W,M,1
M20302173_ZLS,Black,5249,46,B,M,1
M20302173_ZLS,Black,7619,78,B,F,1
M20302173_ZLS,Black,3340,20,W,M,0
M20302173_ZLS,Black,16403,76,B,F,1
M20302173_ZLS,Black,54298,60,W,M,1
M20302173_ZLS,Black,3144,18,W,M,0
M20302173_ZLS,Black,14387,34,W,M,0
M20302173_ZLS,Black,10586,30,W,M,1
M20302173_ZLS,Black,93110,76,B,F,1
M20303470_WL,White,3313,20,W,M,1
M20303470_WL,White,6404,100,B,M,1
M20303470_WL,White,3519,20,W,F,1
M20303470_WL,White,3512,10,W,M,1
M20303470_WL,White,2434,100,B,F,1
M20303470_WL,White,4719,100,B,M,1
M20303470_WL,White,7246,100,B,F,1
M20303470_WL,White,3529,100,W,F,1
M20303470_WL,White,3707,0,B,F,1
M20303470_WL,White,2661,10,W,F,1
M20303470_WL,White,3853,20,B,F,1
M20303470_WL,White,5158,40,B,M,1
M20303470_WL,White,4660,100,W,F,1
M20303470_WL,White,10063,10,B,F,1
M20303470_WL,White,3811,10,B,M,0
M20303470_WL,White,5543,100,W,M,1
M20303470_WL,White,4118,30,W,F,1
M20303470_WL,White,3544,100,W,F,0
M20303470_WL,White,3700,100,W,M,1
M20303470_WL,White,3217,100,W,F,1
M20303470_WL,White,6602,90,W,M,1
M20303470_WL,White,2653,100,W,M,1
M20303470_WL,White,2485,100,W,F,0
M20303470_WL,White,4236,10,W,F,1
M20303470_WL,White,7755,40,W,M,1
M20303470_WL,White,3786,90,B,M,1
M20303470_WL,White,2961,0,B,M,1
M20303470_WL,White,4703,80,B,M,0
M20303470_WL,White,10898,60,B,M,1
M20303470_WL,White,6963,100,B,F,1
M20303470_WL,White,6610,10,B,F,1
M20303470_WL,White,10599,90,B,F,1
M20303470_WL,White,4785,50,B,F,1
M20303470_WL,White,2626,100,W,M,1
M20303470_WL,White,4713,100,B,M,1
M20303470_WL,White,5367,60,W,M,1
M20303470_WL,White,9594,40,B,M,1
M20303470_WL,White,7049,100,W,F,1
M20303470_WL,White,3152,20,B,F,0
M20303470_WL,White,5687,40,W,M,1
M20306804_ZS,Other/unknown,6861,20,B,M,1
M20306804_ZS,Other/unknown,16568,68,B,F,1
M20306804_ZS,Other/unknown,11810,20,B,M,0
M20306804_ZS,Other/unknown,12285,65,B,M,1
M20306804_ZS,Other/unknown,20710,56,W,F,1
M20306804_ZS,Other/unknown,8405,25,B,M,1
M20306804_ZS,Other/unknown,13809,35,B,F,1
M20306804_ZS,Other/unknown,9697,20,W,M,1
M20306804_ZS,Other/unknown,15350,73,W,M,1
M20306804_ZS,Other/unknown,17668,30,W,M,1
M20306804_ZS,Other/unknown,10078,65,B,M,1
M20306804_ZS,Other/unknown,24271,70,W,F,1
M20306804_ZS,Other/unknown,15568,75,W,F,1
M20306804_ZS,Other/unknown,7796,60,W,F,1
M20306804_ZS,Other/unknown,8745,80,B,M,1
M20306804_ZS,Other/unknown,9477,45,B,M,1
M20306804_ZS,Other/unknown,4891,15,B,M,1
M20306804_ZS,Other/unknown,8693,10,B,M,1
M20306804_ZS,Other/unknown,11064,47,W,M,1
M20306804_ZS,Other/unknown,16233,55,W,F,1
M20306804_ZS,Other/unknown,3598,0,W,M,1
M20306804_ZS,Other/unknown,16810,15,W,M,1
M20306804_ZS,Other/unknown,17269,61,B,M,1
M20306804_ZS,Other/unknown,9245,32,W,F,1
M20306804_ZS,Other/unknown,6309,24,W,M,1
M20306804_ZS,Other/unknown,12720,45,B,F,1
M20306804_ZS,Other/unknown,4637,15,W,M,1
M20306804_ZS,Other/unknown,13201,25,B,F,1
M20306804_ZS,Other/unknown,19684,62,W,M,1
M20306804_ZS,Other/unknown,8090,15,W,M,1
M20306804_ZS,Other/unknown,28092,74,W,F,1
M20306804_ZS,Other/unknown,11099,30,B,F,1
M20306804_ZS,Other/unknown,9557,29,B,F,1
M20306804_ZS,Other/unknown,22593,35,B,F,1
M20306804_ZS,Other/unknown,18775,80,B,F,1
M20306804_ZS,Other/unknown,19341,60,B,F,1
M20306804_ZS,Other/unknown,6032,35,W,F,1
M20306804_ZS,Other/unknown,24433,60,B,F,1
M20306804_ZS,Other/unknown,10080,50,W,F,1
M20306804_ZS,Other/unknown,4133,80,W,F,1
M20306887_XWW,White,4261,40,B,F,1
M20306887_XWW,White,10350,30,W,F,1
M20306887_XWW,White,6906,35,W,F,1
M20306887_XWW,White,5007,30,B,M,1
M20306887_XWW,White,7238,30,B,M,0
M20306887_XWW,White,4635,30,B,F,0
M20306887_XWW,White,5354,55,B,F,1
M20306887_XWW,White,8654,40,W,F,1
M20306887_XWW,White,6897,40,W,F,1
M20306887_XWW,White,5555,20,W,F,1
M20306887_XWW,White,6275,55,B,M,1
M20306887_XWW,White,5674,20,W,M,0
M20306887_XWW,White,6090,30,W,F,1
M20306887_XWW,White,6383,20,W,F,1
M20306887_XWW,White,3710,15,W,M,1
M20306887_XWW,White,3359,20,W,M,1
M20306887_XWW,White,9527,15,B,M,1
M20306887_XWW,White,3960,20,W,M,1
M20306887_XWW,White,5443,35,B,M,1
M20306887_XWW,White,4368,50,B,F,0
M20306887_XWW,White,5808,15,W,M,1
M20306887_XWW,White,6175,55,B,F,1
M20306887_XWW,White,6212,65,B,M,0
M20306887_XWW,White,6952,20,W,F,0
M20306887_XWW,White,8446,80,B,F,1
M20306887_XWW,White,6069,45,B,M,1
M20306887_XWW,White,5151,60,B,F,1
M20306887_XWW,White,4121,40,B,F,1
M20306887_XWW,White,7562,45,W,M,1
M20306887_XWW,White,8719,40,B,M,1
M20306887_XWW,White,6601,75,W,M,1
M20306887_XWW,White,6222,60,B,F,1
M20306887_XWW,White,6510,25,W,F,1
M20306887_XWW,White,4905,25,B,F,0
M20306887_XWW,White,4921,45,W,M,1
M20306887_XWW,White,5637,25,W,M,1
M20306887_XWW,White,5172,80,W,M,1
M20306887_XWW,White,15519,35,B,M,1
M20306887_XWW,White,5180,35,W,F,1
M20306887_XWW,White,5560,25,B,M,1
m20307848,Black,2500,90,B,F,1
m20307848,Black,2379,100,B,F,1
m20307848,Black,2553,100,B,F,1
m20307848,Black,3425,100,B,F,1
m20307848,Black,2898,20,B,F,0
m20307848,Black,134658,80,B,M,0
m20307848,Black,1775,100,W,M,1
m20307848,Black,3592,80,W,M,1
m20307848,Black,5867,100,B,F,1
m20307848,Black,2914,100,W,M,1
m20307848,Black,2967,90,B,F,1
m20307848,Black,2327,70,B,F,1
m20307848,Black,3461,100,B,F,0
m20307848,Black,2201,60,B,F,1
m20307848,Black,2626,50,W,M,1
m20307848,Black,139255,100,W,M,1
m20307848,Black,3026,80,B,M,1
m20307848,Black,2786,90,B,M,1
m20307848,Black,2403,50,B,M,1
m20307848,Black,103386,100,W,M,0
m20307848,Black,1792,100,B,M,0
m20307848,Black,1471,100,B,M,0
m20307848,Black,1825,100,B,M,1
m20307848,Black,2859,70,B,M,1
m20307848,Black,5678,100,W,F,1
m20307848,Black,2393,100,W,F,1
m20307848,Black,1976,100,B,M,1
m20307848,Black,2086,90,W,F,0
m20307848,Black,4688,50,W,F,1
m20307848,Black,2929,100,W,F,1
m20307848,Black,3650,70,W,F,1
m20307848,Black,2866,20,W,M,1
m20307848,Black,3350,100,W,M,1
m20307848,Black,6996,90,B,M,1
m20307848,Black,2898,100,W,M,1
m20307848,Black,2425,80,W,F,1
m20307848,Black,1552,100,W,F,1
m20307848,Black,1963,100,W,F,1
m20307848,Black,61889,50,W,F,1
m20307848,Black,3309,100,W,M,1
M20309295_tYT,Asian/Pacific Islander,2727,20,B,M,1
M20309295_tYT,Asian/Pacific Islander,3690,75,W,F,1
M20309295_tYT,Asian/Pacific Islander,2078,0,W,F,1
M20309295_tYT,Asian/Pacific Islander,4340,20,W,F,1
M20309295_tYT,Asian/Pacific Islander,3252,10,B,M,1
M20309295_tYT,Asian/Pacific Islander,2267,0,W,F,1
M20309295_tYT,Asian/Pacific Islander,1258,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,886,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,2072,30,B,F,0
M20309295_tYT,Asian/Pacific Islander,2539,50,W,M,1
M20309295_tYT,Asian/Pacific Islander,988,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,2027,0,W,F,1
M20309295_tYT,Asian/Pacific Islander,923,0,B,M,0
M20309295_tYT,Asian/Pacific Islander,4599,30,W,F,1
M20309295_tYT,Asian/Pacific Islander,3868,20,W,F,1
M20309295_tYT,Asian/Pacific Islander,1029,0,B,F,0
M20309295_tYT,Asian/Pacific Islander,4382,25,B,M,1
M20309295_tYT,Asian/Pacific Islander,2474,30,B,F,0
M20309295_tYT,Asian/Pacific Islander,1002,NA,B,F,1
M20309295_tYT,Asian/Pacific Islander,4663,0,B,M,1
M20309295_tYT,Asian/Pacific Islander,5386,60,W,F,1
M20309295_tYT,Asian/Pacific Islander,1509,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,3795,30,W,F,1
M20309295_tYT,Asian/Pacific Islander,3337,20,B,M,1
M20309295_tYT,Asian/Pacific Islander,1557,0,B,F,1
M20309295_tYT,Asian/Pacific Islander,4335,0,B,F,1
M20309295_tYT,Asian/Pacific Islander,1706,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,1533,0,B,M,1
M20309295_tYT,Asian/Pacific Islander,4671,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,2857,25,W,M,0
M20309295_tYT,Asian/Pacific Islander,1112,0,B,M,1
M20309295_tYT,Asian/Pacific Islander,4753,80,W,F,1
M20309295_tYT,Asian/Pacific Islander,1359,0,W,M,1
M20309295_tYT,Asian/Pacific Islander,4509,35,B,F,1
M20309295_tYT,Asian/Pacific Islander,1088,0,B,F,0
M20309295_tYT,Asian/Pacific Islander,1316,0,B,M,1
M20309295_tYT,Asian/Pacific Islander,2486,0,B,F,0
M20309295_tYT,Asian/Pacific Islander,3538,25,W,M,1
M20309295_tYT,Asian/Pacific Islander,4475,60,B,M,1
M20309295_tYT,Asian/Pacific Islander,1648,30,B,F,1
M20315356JN,Black,1670,12,W,F,1
M20315356JN,Black,2498,20,W,F,1
M20315356JN,Black,4723,50,W,F,1
M20315356JN,Black,1836,20,W,F,0
M20315356JN,Black,1491,23,B,M,1
M20315356JN,Black,5511,49,B,F,1
M20315356JN,Black,1205,13,W,F,1
M20315356JN,Black,4861,30,B,F,1
M20315356JN,Black,1746,30,W,F,1
M20315356JN,Black,3706,45,B,M,1
M20315356JN,Black,3441,36,W,F,1
M20315356JN,Black,4183,3,W,F,1
M20315356JN,Black,2143,30,W,F,1
M20315356JN,Black,2671,60,B,F,1
M20315356JN,Black,4941,12,B,M,0
M20315356JN,Black,1980,30,B,F,1
M20315356JN,Black,1266,12,W,M,1
M20315356JN,Black,2169,42,W,M,1
M20315356JN,Black,1721,20,B,F,1
M20315356JN,Black,1993,39,B,M,1
M20315356JN,Black,2806,50,B,M,1
M20315356JN,Black,1564,30,B,M,1
M20315356JN,Black,1902,30,B,F,1
M20315356JN,Black,5222,20,W,M,1
M20315356JN,Black,2119,30,B,F,1
M20315356JN,Black,3321,46,B,M,1
M20315356JN,Black,1500,20,W,F,1
M20315356JN,Black,1754,10,B,M,0
M20315356JN,Black,4042,29,B,M,1
M20315356JN,Black,1661,45,W,M,0
M20315356JN,Black,1674,43,B,F,1
M20315356JN,Black,3145,20,W,M,1
M20315356JN,Black,4020,20,W,M,1
M20315356JN,Black,4549,30,B,F,1
M20315356JN,Black,2451,10,W,M,1
M20315356JN,Black,1763,10,W,M,1
M20315356JN,Black,2572,40,B,M,1
M20315356JN,Black,2792,60,W,M,1
M20315356JN,Black,1704,20,B,F,0
M20315356JN,Black,1556,20,W,M,0
M20316040,White,5760,78,W,M,1
M20316040,White,2972,23,W,M,0
M20316040,White,2730,99,W,M,1
M20316040,White,2259,32,B,M,0
M20316040,White,1764,32,W,F,0
M20316040,White,2304,21,W,F,1
M20316040,White,2845,12,W,M,0
M20316040,White,3132,99,W,M,0
M20316040,White,4975,60,W,M,1
M20316040,White,5006,80,B,F,1
M20316040,White,4176,98,W,F,1
M20316040,White,4408,11,W,F,1
M20316040,White,4343,25,B,F,1
M20316040,White,2773,43,W,F,1
M20316040,White,2645,32,W,F,1
M20316040,White,2855,75,B,F,1
M20316040,White,4048,25,W,F,0
M20316040,White,2760,76,W,M,1
M20316040,White,4010,99,B,M,1
M20316040,White,3262,90,B,M,1
M20316040,White,5814,32,W,M,1
M20316040,White,1060,22,W,M,1
M20316040,White,3771,99,B,M,0
M20316040,White,3406,32,B,F,0
M20316040,White,1264,33,B,F,1
M20316040,White,3785,99,B,F,1
M20316040,White,1229,22,B,M,1
M20316040,White,1467,12,W,F,1
M20316040,White,5837,100,W,M,1
M20316040,White,5296,55,B,M,1
M20316040,White,2914,65,B,M,1
M20316040,White,1588,33,W,F,0
M20316040,White,2004,12,W,F,1
M20316040,White,7989,11,B,M,0
M20316040,White,3525,12,B,F,1
M20316040,White,2693,66,B,F,1
M20316040,White,2480,34,B,M,1
M20316040,White,6308,50,B,F,1
M20316040,White,2055,22,B,M,0
M20316040,White,3511,50,B,F,1
M20316582!_NWP,Black,2897,60,B,F,1
M20316582!_NWP,Black,3426,60,W,M,1
M20316582!_NWP,Black,3277,70,W,M,1
M20316582!_NWP,Black,3118,80,B,M,1
M20316582!_NWP,Black,4809,60,W,F,1
M20316582!_NWP,Black,4270,50,W,M,1
M20316582!_NWP,Black,2615,70,W,F,1
M20316582!_NWP,Black,4405,70,W,F,1
M20316582!_NWP,Black,3190,40,B,F,1
M20316582!_NWP,Black,2580,60,B,M,1
M20316582!_NWP,Black,3189,40,B,M,0
M20316582!_NWP,Black,3074,50,B,M,1
M20316582!_NWP,Black,3334,70,B,M,0
M20316582!_NWP,Black,6145,30,W,F,1
M20316582!_NWP,Black,5181,60,B,M,1
M20316582!_NWP,Black,3993,30,B,F,0
M20316582!_NWP,Black,2863,70,W,M,0
M20316582!_NWP,Black,4049,80,W,M,1
M20316582!_NWP,Black,3334,80,W,M,1
M20316582!_NWP,Black,4264,40,W,M,1
M20316582!_NWP,Black,3434,30,W,M,0
M20316582!_NWP,Black,2679,50,B,M,1
M20316582!_NWP,Black,5712,20,B,M,0
M20316582!_NWP,Black,4606,50,W,F,1
M20316582!_NWP,Black,9731,40,W,F,1
M20316582!_NWP,Black,2646,60,B,F,1
M20316582!_NWP,Black,2699,50,B,M,1
M20316582!_NWP,Black,2710,60,W,M,1
M20316582!_NWP,Black,4641,50,W,F,1
M20316582!_NWP,Black,2621,70,B,F,1
M20316582!_NWP,Black,2613,40,B,F,1
M20316582!_NWP,Black,4079,40,B,F,1
M20316582!_NWP,Black,4463,50,B,F,1
M20316582!_NWP,Black,5077,60,W,F,1
M20316582!_NWP,Black,2844,50,W,F,1
M20316582!_NWP,Black,3409,40,B,F,1
M20316582!_NWP,Black,2814,30,W,M,1
M20316582!_NWP,Black,2079,60,B,F,1
M20316582!_NWP,Black,4929,80,B,M,1
M20316582!_NWP,Black,6626,40,W,F,0
M20316895RX,White,4803,50,W,M,0
M20316895RX,White,2487,25,W,M,1
M20316895RX,White,38105,40,W,M,1
M20316895RX,White,3459,20,W,M,0
M20316895RX,White,8064,30,B,M,1
M20316895RX,White,2551,70,W,F,1
M20316895RX,White,10539,64,W,M,1
M20316895RX,White,4609,1,W,M,0
M20316895RX,White,9809,26,W,M,0
M20316895RX,White,3608,50,W,F,1
M20316895RX,White,8926,50,W,F,1
M20316895RX,White,4254,70,W,F,1
M20316895RX,White,1730,25,B,F,1
M20316895RX,White,3100,20,B,F,1
M20316895RX,White,4913,25,B,M,0
M20316895RX,White,35495,90,B,M,1
M20316895RX,White,10156,13,W,F,1
M20316895RX,White,3501,70,W,F,1
M20316895RX,White,3818,40,W,F,1
M20316895RX,White,4441,15,W,M,1
M20316895RX,White,6099,50,W,M,1
M20316895RX,White,4239,65,B,M,1
M20316895RX,White,2810,15,W,F,0
M20316895RX,White,4495,25,B,F,0
M20316895RX,White,3752,70,B,M,0
M20316895RX,White,2704,25,W,F,0
M20316895RX,White,7964,29,B,F,0
M20316895RX,White,2930,40,B,F,0
M20316895RX,White,2006,15,B,M,0
M20316895RX,White,9588,15,W,M,0
M20316895RX,White,2435,20,B,M,1
M20316895RX,White,9252,30,B,M,1
M20316895RX,White,3846,15,B,F,0
M20316895RX,White,3727,20,B,M,1
M20316895RX,White,3232,30,B,F,1
M20316895RX,White,2426,25,B,M,1
M20316895RX,White,2553,30,W,F,1
M20316895RX,White,2391,30,B,F,1
M20316895RX,White,3158,70,B,F,1
M20316895RX,White,5850,6,B,F,1
M20317658ZW,White,8534,50,B,M,1
M20317658ZW,White,8783,70,W,M,1
M20317658ZW,White,5420,30,B,M,1
M20317658ZW,White,5028,40,B,M,1
M20317658ZW,White,7158,50,W,F,1
M20317658ZW,White,614,NA,W,M,0
M20317658ZW,White,7934,30,B,M,1
M20317658ZW,White,4982,40,W,F,1
M20317658ZW,White,5982,30,W,F,1
M20317658ZW,White,6707,60,W,M,1
M20317658ZW,White,5974,40,W,F,1
M20317658ZW,White,5890,40,W,M,1
M20317658ZW,White,5086,40,B,F,1
M20317658ZW,White,5471,30,W,F,1
M20317658ZW,White,4157,50,W,M,0
M20317658ZW,White,4159,30,B,M,1
M20317658ZW,White,5204,30,B,M,1
M20317658ZW,White,10662,70,B,F,1
M20317658ZW,White,9085,50,B,M,1
M20317658ZW,White,6482,30,W,F,1
M20317658ZW,White,8367,60,B,F,1
M20317658ZW,White,6414,40,B,F,1
M20317658ZW,White,7577,40,B,F,1
M20317658ZW,White,5637,50,W,M,1
M20317658ZW,White,5527,40,B,M,1
M20317658ZW,White,5957,40,B,M,1
M20317658ZW,White,5946,60,W,M,1
M20317658ZW,White,6415,50,B,F,1
M20317658ZW,White,5296,30,W,F,1
M20317658ZW,White,3705,50,W,F,1
M20317658ZW,White,7578,70,W,F,1
M20317658ZW,White,5057,60,W,M,1
M20317658ZW,White,4052,30,W,M,0
M20317658ZW,White,7531,50,B,M,1
M20317658ZW,White,9332,50,B,F,1
M20317658ZW,White,4172,40,B,F,0
M20317658ZW,White,4932,70,W,F,1
M20317658ZW,White,4413,50,W,M,1
M20317658ZW,White,5653,50,B,F,1
M20317658ZW,White,6292,50,B,F,1
M20317660_SWM,White,2504,100,B,M,0
M20317660_SWM,White,3286,80,B,M,1
M20317660_SWM,White,2806,100,W,M,1
M20317660_SWM,White,2613,100,W,M,0
M20317660_SWM,White,2443,100,W,M,1
M20317660_SWM,White,3424,80,W,F,1
M20317660_SWM,White,2803,80,B,M,1
M20317660_SWM,White,2179,100,W,F,1
M20317660_SWM,White,3264,100,W,M,1
M20317660_SWM,White,5486,100,B,M,1
M20317660_SWM,White,2372,100,W,F,1
M20317660_SWM,White,3074,80,B,M,0
M20317660_SWM,White,6436,100,B,M,1
M20317660_SWM,White,3022,90,B,M,0
M20317660_SWM,White,4439,100,B,M,1
M20317660_SWM,White,5287,90,W,M,0
M20317660_SWM,White,3594,100,B,F,1
M20317660_SWM,White,3269,80,B,F,1
M20317660_SWM,White,7705,80,W,M,0
M20317660_SWM,White,2690,100,W,M,1
M20317660_SWM,White,2872,100,W,M,1
M20317660_SWM,White,7123,70,B,F,0
M20317660_SWM,White,2159,100,W,F,1
M20317660_SWM,White,4368,80,B,M,1
M20317660_SWM,White,3009,90,W,F,0
M20317660_SWM,White,2981,80,W,F,1
M20317660_SWM,White,2748,100,B,M,1
M20317660_SWM,White,2986,100,W,F,1
M20317660_SWM,White,3651,90,W,M,1
M20317660_SWM,White,2763,100,W,M,1
M20317660_SWM,White,2654,80,B,F,1
M20317660_SWM,White,2436,90,B,F,0
M20317660_SWM,White,4679,90,B,F,1
M20317660_SWM,White,3196,90,B,F,1
M20317660_SWM,White,5581,70,B,F,0
M20317660_SWM,White,2368,100,B,F,1
M20317660_SWM,White,2281,80,B,F,0
M20317660_SWM,White,2785,100,W,F,1
M20317660_SWM,White,3748,90,W,F,1
M20317660_SWM,White,3816,80,W,F,1
M20317671ZjY,Black,3669,4,B,M,1
M20317671ZjY,Black,1093,5,B,M,0
M20317671ZjY,Black,1455,7,W,F,0
M20317671ZjY,Black,1501,7,W,M,1
M20317671ZjY,Black,13888,2,W,M,1
M20317671ZjY,Black,1442,5,W,M,1
M20317671ZjY,Black,1775,7,W,F,1
M20317671ZjY,Black,6668,5,W,F,0
M20317671ZjY,Black,1186,4,W,F,0
M20317671ZjY,Black,1608,6,B,M,1
M20317671ZjY,Black,1705,6,B,M,1
M20317671ZjY,Black,1279,7,W,F,0
M20317671ZjY,Black,1271,4,B,M,1
M20317671ZjY,Black,5540,5,W,F,1
M20317671ZjY,Black,1097,3,W,F,0
M20317671ZjY,Black,1497,7,B,F,1
M20317671ZjY,Black,5131,5,W,M,1
M20317671ZjY,Black,5902,5,W,M,1
M20317671ZjY,Black,4846,4,W,M,1
M20317671ZjY,Black,6795,4,B,M,1
M20317671ZjY,Black,8075,5,B,M,1
M20317671ZjY,Black,1191,4,B,F,0
M20317671ZjY,Black,23622,2,B,M,1
M20317671ZjY,Black,1297,5,W,F,1
M20317671ZjY,Black,4357,4,B,F,1
M20317671ZjY,Black,1200,6,B,M,0
M20317671ZjY,Black,1832,2,W,F,1
M20317671ZjY,Black,1486,7,W,M,0
M20317671ZjY,Black,1244,5,B,F,1
M20317671ZjY,Black,1703,5,B,F,1
M20317671ZjY,Black,14223,5,B,F,1
M20317671ZjY,Black,7370,5,B,F,0
M20317671ZjY,Black,1889,6,W,F,0
M20317671ZjY,Black,5760,5,B,F,0
M20317671ZjY,Black,7893,5,B,M,1
M20317671ZjY,Black,15564,5,B,F,1
M20317671ZjY,Black,3588,7,W,M,1
M20317671ZjY,Black,6008,4,W,M,0
M20317671ZjY,Black,1384,5,W,M,0
M20317671ZjY,Black,5444,5,B,F,1
M20317687!,Other/unknown,4314,40,W,F,1
M20317687!,Other/unknown,2048,10,W,M,1
M20317687!,Other/unknown,1757,10,W,M,1
M20317687!,Other/unknown,2595,60,W,M,1
M20317687!,Other/unknown,1751,20,W,M,1
M20317687!,Other/unknown,2075,70,W,F,1
M20317687!,Other/unknown,2495,20,B,M,0
M20317687!,Other/unknown,2378,80,W,F,1
M20317687!,Other/unknown,2772,10,W,M,1
M20317687!,Other/unknown,3239,50,B,F,1
M20317687!,Other/unknown,2098,20,W,M,1
M20317687!,Other/unknown,3077,70,B,M,1
M20317687!,Other/unknown,3450,80,B,F,1
M20317687!,Other/unknown,4972,100,B,M,1
M20317687!,Other/unknown,1707,10,B,M,1
