"Username","participant_ethnicity","Response.RT","key","Target_Ethnicity","Target_Gender","scored"
"AbigailBandas","Black",2570,"OLD","W","M",0
"AbigailBandas","Black",3279,"NEW","W","F",0
"AbigailBandas","Black",3029,"NEW","B","F",0
"AbigailBandas","Black",3249,"NEW","W","M",0
"AbigailBandas","Black",5159,"OLD","B","M",1
"AbigailBandas","Black",3137,"OLD","W","F",0
"AbigailBandas","Black",4305,"NEW","W","F",0
"AbigailBandas","Black",2946,"OLD","B","F",1
"AbigailBandas","Black",2962,"OLD","B","M",1
"AbigailBandas","Black",2678,"OLD","W","M",1
"AbigailBandas","Black",3776,"NEW","B","F",0
"AbigailBandas","Black",4294,"NEW","B","M",0
"AbigailBandas","Black",2781,"NEW","W","F",0
"AbigailBandas","Black",2416,"OLD","W","M",1
"AbigailBandas","Black",3964,"OLD","B","M",1
"AbigailBandas","Black",3676,"OLD","W","M",1
"AbigailBandas","Black",3130,"OLD","B","M",1
"AbigailBandas","Black",3844,"NEW","B","M",0
"AbigailBandas","Black",3018,"OLD","B","F",1
"AbigailBandas","Black",3295,"OLD","B","F",1
"AbigailBandas","Black",2561,"OLD","W","F",1
"AbigailBandas","Black",3950,"NEW","B","M",0
"AbigailBandas","Black",5206,"NEW","W","M",0
"AbigailBandas","Black",3239,"OLD","W","F",1
"AbigailBandas","Black",3058,"OLD","B","M",1
"AbigailBandas","Black",3699,"NEW","B","F",0
"AbigailBandas","Black",2465,"OLD","W","M",0
"AbigailBandas","Black",2303,"OLD","W","M",1
"AbigailBandas","Black",2738,"OLD","W","F",1
"AbigailBandas","Black",3694,"NEW","B","F",0
"AbigailBandas","Black",3464,"OLD","B","M",0
"AbigailBandas","Black",2242,"OLD","B","M",1
"AbigailBandas","Black",2990,"NEW","W","F",0
"AbigailBandas","Black",4766,"NEW","W","F",0
"AdaugoChukwuka","Black",1742,"NEW","W","M",1
"AdaugoChukwuka","Black",1666,"NEW","B","F",0
"AdaugoChukwuka","Black",4469,"OLD","B","M",1
"AdaugoChukwuka","Black",7693,"OLD","B","M",1
"AdaugoChukwuka","Black",1729,"OLD","W","M",0
"AdaugoChukwuka","Black",2151,"OLD","B","F",0
"AdaugoChukwuka","Black",2267,"OLD","W","M",1
"AdaugoChukwuka","Black",3714,"OLD","W","F",0
"AdaugoChukwuka","Black",1312,"OLD","B","M",0
"AdaugoChukwuka","Black",2735,"NEW","W","M",0
"AdaugoChukwuka","Black",3703,"NEW","B","F",0
"AdaugoChukwuka","Black",2151,"NEW","W","M",0
"AdaugoChukwuka","Black",4518,"OLD","W","F",1
"AdaugoChukwuka","Black",1430,"OLD","W","M",1
"AdaugoChukwuka","Black",4612,"OLD","B","F",0
"AdaugoChukwuka","Black",1538,"OLD","W","F",1
"AdaugoChukwuka","Black",2553,"OLD","B","M",0
"AdaugoChukwuka","Black",1896,"OLD","B","M",1
"AdaugoChukwuka","Black",1865,"OLD","W","M",0
"AdaugoChukwuka","Black",1593,"OLD","W","F",1
"AdaugoChukwuka","Black",4878,"NEW","W","F",0
"AdaugoChukwuka","Black",1910,"NEW","B","M",0
"AdaugoChukwuka","Black",1738,"NEW","B","M",0
"AdaugoChukwuka","Black",9050,"OLD","B","F",0
"AdaugoChukwuka","Black",12437,"NEW","W","F",0
"AdaugoChukwuka","Black",9157,"NEW","W","M",0
"AdaugoChukwuka","Black",1886,"NEW","B","M",1
"AdaugoChukwuka","Black",4916,"NEW","B","F",0
"AdaugoChukwuka","Black",7067,"NEW","B","M",1
"AdaugoChukwuka","Black",1618,"NEW","B","M",1
"AdaugoChukwuka","Black",1299,"OLD","B","F",0
"AdaugoChukwuka","Black",1199,"OLD","B","F",0
"AdaugoChukwuka","Black",1831,"NEW","B","M",0
"AdaugoChukwuka","Black",3447,"NEW","B","F",1
"AdaugoChukwuka","Black",4879,"NEW","W","F",0
"AdaugoChukwuka","Black",7220,"NEW","W","M",0
"AdaugoChukwuka","Black",2714,"NEW","W","F",0
"AdaugoChukwuka","Black",1394,"OLD","B","F",0
"AdaugoChukwuka","Black",1674,"OLD","B","F",0
"AdaugoChukwuka","Black",82015,"NEW","B","M",1
"AdaugoChukwuka","Black",3359,"OLD","B","M",1
"AdaugoChukwuka","Black",5026,"OLD","W","M",0
"AdaugoChukwuka","Black",5537,"OLD","W","M",0
"AdaugoChukwuka","Black",6482,"NEW","B","F",1
"AdaugoChukwuka","Black",3350,"NEW","B","M",0
"AdaugoChukwuka","Black",5657,"NEW","W","F",0
"AdaugoChukwuka","Black",3223,"NEW","W","M",1
"AdaugoChukwuka","Black",4819,"NEW","W","M",1
"AdaugoChukwuka","Black",1857,"NEW","W","F",0
"AdaugoChukwuka","Black",2581,"NEW","W","M",1
"AdaugoChukwuka","Black",1239,"NEW","B","M",0
"AdaugoChukwuka","Black",1726,"NEW","B","F",0
"AdaugoChukwuka","Black",1509,"OLD","B","M",1
"AdaugoChukwuka","Black",3866,"OLD","W","F",0
"AdaugoChukwuka","Black",1611,"OLD","B","M",0
"AdaugoChukwuka","Black",2212,"NEW","W","F",1
"AdaugoChukwuka","Black",1611,"NEW","B","F",0
"AdaugoChukwuka","Black",1450,"NEW","B","M",1
"AdaugoChukwuka","Black",1951,"NEW","B","F",1
"AdaugoChukwuka","Black",1247,"NEW","W","F",1
"AdaugoChukwuka","Black",13454,"OLD","W","M",1
"AdaugoChukwuka","Black",2089,"OLD","W","F",0
"AdaugoChukwuka","Black",1714,"OLD","W","M",1
"AdaugoChukwuka","Black",1956,"NEW","W","M",0
"AdaugoChukwuka","Black",3465,"NEW","B","F",1
"AdaugoChukwuka","Black",43291,"OLD","B","M",1
"AdaugoChukwuka","Black",2001,"OLD","B","M",0
"AdaugoChukwuka","Black",16705,"OLD","W","M",0
"AdaugoChukwuka","Black",4863,"OLD","W","F",1
"AdaugoChukwuka","Black",1319,"OLD","W","M",1
"AdaugoChukwuka","Black",1915,"OLD","W","F",0
"AdaugoChukwuka","Black",1719,"OLD","B","F",0
"AdaugoChukwuka","Black",1535,"OLD","W","F",1
"AdaugoChukwuka","Black",1866,"OLD","B","F",1
"AdaugoChukwuka","Black",1502,"NEW","B","F",0
"AdaugoChukwuka","Black",11579,"NEW","W","M",1
"AdaugoChukwuka","Black",3213,"NEW","W","F",0
"AdaugoChukwuka","Black",1705,"OLD","B","F",1
"AdaugoChukwuka","Black",1900,"NEW","W","F",0
"AdaugoChukwuka","Black",4822,"OLD","W","F",0
"AnnetteGarcia","Other/unknown",1729,"NEW","W","F",1
"AnnetteGarcia","Other/unknown",2206,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1739,"NEW","W","M",1
"AnnetteGarcia","Other/unknown",2074,"NEW","B","F",0
"AnnetteGarcia","Other/unknown",1586,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",3840,"NEW","B","F",0
"AnnetteGarcia","Other/unknown",1687,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1703,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",2018,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",1746,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",1820,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",1721,"NEW","B","M",0
"AnnetteGarcia","Other/unknown",2062,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",1688,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",2970,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1803,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",1672,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",2225,"NEW","B","M",0
"AnnetteGarcia","Other/unknown",1907,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1816,"NEW","W","F",1
"AnnetteGarcia","Other/unknown",1881,"NEW","B","M",0
"AnnetteGarcia","Other/unknown",2187,"NEW","B","M",1
"AnnetteGarcia","Other/unknown",1719,"NEW","B","M",1
"AnnetteGarcia","Other/unknown",2059,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",1803,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",1595,"NEW","W","M",1
"AnnetteGarcia","Other/unknown",2403,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",1964,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1686,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1797,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",1936,"OLD","B","F",0
"AnnetteGarcia","Other/unknown",1758,"OLD","W","M",1
"AnnetteGarcia","Other/unknown",5203,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",1683,"OLD","B","M",0
"AnnetteGarcia","Other/unknown",1793,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1725,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",1633,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",2759,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1843,"OLD","W","M",1
"AnnetteGarcia","Other/unknown",2608,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1713,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",2327,"OLD","B","M",0
"AnnetteGarcia","Other/unknown",5210,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",2453,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",3025,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",1805,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1651,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1542,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1971,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",3953,"NEW","B","M",0
"AnnetteGarcia","Other/unknown",2307,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",2011,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",2043,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",2048,"OLD","W","M",1
"AnnetteGarcia","Other/unknown",2016,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",2084,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",2293,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1880,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",1690,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",2059,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1744,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1841,"OLD","W","F",1
"AnnetteGarcia","Other/unknown",1858,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",1846,"OLD","B","M",1
"AnnetteGarcia","Other/unknown",2707,"OLD","W","M",1
"AnnetteGarcia","Other/unknown",1779,"OLD","W","M",0
"AnnetteGarcia","Other/unknown",1778,"NEW","W","F",0
"AnnetteGarcia","Other/unknown",1792,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",3564,"NEW","W","M",0
"AnnetteGarcia","Other/unknown",2222,"NEW","B","F",0
"AnnetteGarcia","Other/unknown",4913,"OLD","B","F",1
"AnnetteGarcia","Other/unknown",2128,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",2157,"NEW","W","F",1
"AnnetteGarcia","Other/unknown",3344,"NEW","W","M",1
"AnnetteGarcia","Other/unknown",2269,"NEW","B","M",1
"AnnetteGarcia","Other/unknown",1781,"NEW","B","F",1
"AnnetteGarcia","Other/unknown",2287,"NEW","B","M",1
"AnnetteGarcia","Other/unknown",1754,"NEW","B","M",0
"AnnetteGarcia","Other/unknown",1797,"NEW","B","M",1
"AnnetteGarcia","Other/unknown",2092,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2435,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2390,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",3281,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2366,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",5178,"OLD","W","M",0
"AnnikaMedellin","Other/unknown",2730,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2237,"OLD","B","M",0
"AnnikaMedellin","Other/unknown",2609,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",3278,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",3054,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2886,"OLD","W","F",0
"AnnikaMedellin","Other/unknown",2257,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",2361,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2721,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2366,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",3399,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2228,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2349,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2791,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2212,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2547,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2972,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2447,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",3784,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2283,"OLD","B","M",0
"AnnikaMedellin","Other/unknown",2454,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2314,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2147,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2258,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2296,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",3352,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2419,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2143,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",1920,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",2593,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2735,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2898,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2856,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",2872,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",3169,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2213,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",2656,"NEW","B","F",1
"AnnikaMedellin","Other/unknown",2066,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",2281,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2247,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",2233,"OLD","B","F",0
"AnnikaMedellin","Other/unknown",2070,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2396,"NEW","W","M",0
"AnnikaMedellin","Other/unknown",3756,"NEW","W","M",1
"AnnikaMedellin","Other/unknown",2509,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2267,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2300,"NEW","W","M",1
"AnnikaMedellin","Other/unknown",2385,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2362,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2611,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2078,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2947,"NEW","B","F",1
"AnnikaMedellin","Other/unknown",2153,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2057,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2131,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",3231,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2365,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2723,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",3916,"NEW","W","F",1
"AnnikaMedellin","Other/unknown",2362,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2432,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2211,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",3162,"OLD","B","F",0
"AnnikaMedellin","Other/unknown",4920,"OLD","W","M",1
"AnnikaMedellin","Other/unknown",5369,"NEW","W","F",0
"AnnikaMedellin","Other/unknown",2941,"NEW","B","M",0
"AnnikaMedellin","Other/unknown",2000,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",1979,"OLD","B","M",1
"AnnikaMedellin","Other/unknown",2703,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2736,"OLD","B","F",1
"AnnikaMedellin","Other/unknown",2653,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2042,"OLD","W","F",1
"AnnikaMedellin","Other/unknown",2870,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",2258,"NEW","B","F",0
"AnnikaMedellin","Other/unknown",1932,"OLD","B","M",1
"Ashley","White",3527,"NEW","W","M",0
"Ashley","White",2720,"NEW","W","M",0
"Ashley","White",7293,"OLD","W","F",1
"Ashley","White",2478,"NEW","B","M",0
"Ashley","White",4870,"NEW","B","M",0
"Ashley","White",4469,"OLD","B","M",1
"Ashley","White",12156,"OLD","B","M",1
"Ashley","White",4188,"NEW","B","F",0
"Ashley","White",3009,"OLD","B","M",1
"Ashley","White",2894,"NEW","B","M",0
"Ashley","White",3484,"OLD","B","F",1
"Ashley","White",2639,"OLD","W","F",1
"Ashley","White",2213,"OLD","W","M",1
"Ashley","White",5222,"NEW","W","M",1
"Ashley","White",2033,"OLD","W","M",1
"Ashley","White",2676,"NEW","B","F",0
"Ashley","White",2984,"OLD","B","F",1
"Ashley","White",3150,"NEW","B","F",0
"Ashley","White",2366,"OLD","B","M",1
"Ashley","White",2272,"OLD","W","M",1
"Ashley","White",2630,"NEW","B","M",0
"Ashley","White",7189,"NEW","B","M",0
"Ashley","White",9025,"NEW","W","F",0
"Ashley","White",5140,"NEW","W","M",0
"Ashley","White",2902,"NEW","B","F",0
"Ashley","White",2223,"OLD","W","F",1
"Ashley","White",3074,"OLD","W","F",1
"Ashley","White",2638,"OLD","B","M",1
"Ashley","White",3506,"OLD","B","F",1
"Ashley","White",8417,"NEW","B","F",0
"Ashley","White",2224,"OLD","W","M",1
"Ashley","White",3928,"NEW","W","M",0
"Ashley","White",2161,"OLD","B","F",1
"Ashley","White",2154,"OLD","W","F",1
"Ashley","White",18766,"NEW","W","F",1
"Ashley","White",2043,"OLD","B","M",1
"Ashley","White",2764,"NEW","B","F",0
"Ashley","White",2523,"NEW","W","M",0
"Ashley","White",2552,"OLD","B","F",1
"Ashley","White",2000,"OLD","W","M",1
"Ashley","White",4241,"NEW","B","F",0
"Ashley","White",3865,"OLD","W","M",1
"Ashley","White",3235,"NEW","W","F",0
"Ashley","White",2088,"OLD","W","F",1
"Ashley","White",3852,"OLD","W","F",1
"Ashley","White",2612,"NEW","W","M",0
"Ashley","White",5135,"NEW","B","F",0
"Ashley","White",2597,"OLD","B","F",1
"Ashley","White",8459,"NEW","B","M",0
"Ashley","White",2479,"OLD","W","F",1
"Ashley","White",9272,"NEW","B","M",0
"Ashley","White",1736,"OLD","W","M",1
"Ashley","White",4063,"NEW","B","F",0
"Ashley","White",2154,"OLD","W","M",1
"Ashley","White",2383,"OLD","B","M",1
"Ashley","White",2233,"OLD","B","F",1
"Ashley","White",3579,"NEW","W","F",0
"Ashley","White",5077,"NEW","W","F",0
"Ashley","White",13111,"OLD","W","M",0
"Ashley","White",6294,"NEW","W","F",1
"Ashley","White",6694,"NEW","B","F",0
"Ashley","White",2769,"OLD","W","F",1
"Ashley","White",2216,"NEW","W","F",0
"Ashley","White",4905,"NEW","B","M",0
"Ashley","White",2211,"OLD","W","M",1
"Ashley","White",2799,"NEW","W","M",0
"Ashley","White",2659,"NEW","B","M",0
"Ashley","White",2117,"OLD","B","F",1
"Ashley","White",4174,"NEW","W","F",0
"Ashley","White",4673,"NEW","W","M",0
"Ashley","White",2653,"NEW","W","F",0
"Ashley","White",5480,"OLD","B","M",1
"Ashley","White",8465,"OLD","B","F",0
"Ashley","White",2173,"OLD","B","M",1
"Ashley","White",2177,"NEW","W","F",0
"Ashley","White",1843,"NEW","W","M",0
"Ashley","White",3790,"OLD","W","F",1
"Ashley","White",3937,"OLD","B","F",0
"Ashley","White",2406,"NEW","B","M",0
"Ashley","White",1907,"OLD","B","M",1
"AsiaTaylor","Black",6151,"OLD","W","F",1
"AsiaTaylor","Black",2655,"NEW","W","M",0
"AsiaTaylor","Black",2209,"OLD","W","M",1
"AsiaTaylor","Black",2198,"NEW","B","M",0
"AsiaTaylor","Black",2043,"OLD","W","M",1
"AsiaTaylor","Black",1974,"NEW","W","F",0
"AsiaTaylor","Black",2066,"OLD","B","F",1
"AsiaTaylor","Black",2950,"NEW","B","M",0
"AsiaTaylor","Black",2351,"OLD","B","M",0
"AsiaTaylor","Black",4491,"OLD","B","M",0
"AsiaTaylor","Black",2642,"NEW","W","F",0
"AsiaTaylor","Black",5563,"OLD","B","F",1
"AsiaTaylor","Black",2058,"OLD","B","F",1
"AsiaTaylor","Black",4077,"NEW","B","F",0
"AsiaTaylor","Black",2748,"NEW","W","M",0
"AsiaTaylor","Black",2393,"NEW","B","F",0
"AsiaTaylor","Black",3822,"OLD","B","F",1
"AsiaTaylor","Black",1857,"OLD","B","M",0
"AsiaTaylor","Black",2422,"OLD","B","M",1
"AsiaTaylor","Black",3884,"NEW","B","F",0
"AsiaTaylor","Black",3702,"OLD","W","M",1
"AsiaTaylor","Black",3274,"NEW","B","F",0
"AsiaTaylor","Black",2124,"OLD","W","M",0
"AsiaTaylor","Black",2266,"OLD","B","F",1
"AsiaTaylor","Black",3879,"OLD","W","M",0
"AsiaTaylor","Black",2974,"OLD","W","F",0
"AsiaTaylor","Black",1783,"OLD","B","M",0
"AsiaTaylor","Black",3005,"OLD","W","F",1
"AsiaTaylor","Black",2715,"OLD","B","M",0
"AsiaTaylor","Black",3652,"OLD","B","F",1
"AsiaTaylor","Black",2472,"OLD","W","M",0
"AsiaTaylor","Black",2568,"OLD","W","M",1
"AsiaTaylor","Black",3341,"OLD","W","M",0
"AsiaTaylor","Black",3418,"NEW","B","F",0
"AsiaTaylor","Black",2586,"OLD","W","F",0
"AsiaTaylor","Black",2656,"NEW","W","F",0
"AsiaTaylor","Black",3407,"OLD","W","F",1
"AsiaTaylor","Black",2080,"OLD","B","F",1
"AsiaTaylor","Black",1838,"OLD","B","M",1
"AsiaTaylor","Black",4125,"OLD","B","F",1
"AsiaTaylor","Black",2246,"NEW","B","M",0
"AsiaTaylor","Black",2552,"NEW","B","M",0
"AsiaTaylor","Black",2204,"NEW","W","M",0
"AsiaTaylor","Black",2826,"NEW","B","F",0
"AsiaTaylor","Black",2308,"OLD","W","M",0
"AsiaTaylor","Black",5658,"NEW","B","M",0
"AsiaTaylor","Black",2308,"NEW","B","M",0
"AsiaTaylor","Black",2382,"NEW","W","M",0
"AsiaTaylor","Black",1806,"NEW","W","M",0
"AsiaTaylor","Black",2988,"OLD","B","M",0
"AsiaTaylor","Black",2557,"OLD","B","F",1
"AsiaTaylor","Black",2357,"OLD","B","M",1
"AsiaTaylor","Black",2253,"OLD","B","F",1
"AsiaTaylor","Black",2084,"NEW","W","F",0
"AsiaTaylor","Black",3987,"NEW","W","F",0
"AsiaTaylor","Black",2353,"OLD","W","F",0
"AsiaTaylor","Black",2541,"OLD","W","F",0
"AsiaTaylor","Black",2614,"NEW","B","M",0
"AsiaTaylor","Black",1978,"NEW","W","F",0
"AsiaTaylor","Black",2399,"NEW","B","M",0
"AsiaTaylor","Black",2227,"NEW","B","F",0
"AsiaTaylor","Black",1975,"NEW","W","M",0
"AsiaTaylor","Black",2620,"OLD","W","F",1
"AsiaTaylor","Black",2618,"NEW","W","F",0
"AsiaTaylor","Black",2893,"NEW","B","M",0
"AsiaTaylor","Black",3000,"NEW","B","F",0
"AsiaTaylor","Black",2692,"NEW","W","F",0
"AsiaTaylor","Black",4437,"NEW","B","F",1
"AsiaTaylor","Black",2429,"OLD","W","M",0
"AsiaTaylor","Black",3081,"NEW","W","M",0
"AsiaTaylor","Black",2359,"OLD","W","F",1
"AsiaTaylor","Black",5150,"NEW","W","M",0
"AsiaTaylor","Black",4164,"NEW","B","F",0
"AsiaTaylor","Black",2075,"NEW","W","F",0
"AsiaTaylor","Black",2823,"NEW","W","F",0
"AsiaTaylor","Black",2342,"NEW","W","M",0
"AsiaTaylor","Black",2496,"OLD","B","M",1
"AsiaTaylor","Black",2489,"NEW","W","M",0
"AsiaTaylor","Black",2371,"OLD","W","F",1
"AsiaTaylor","Black",1972,"NEW","B","M",0
"BrandonBost","White",5356,"OLD","B","F",1
"BrandonBost","White",20041,"OLD","B","F",1
"BrandonBost","White",9326,"OLD","W","M",0
"BrandonBost","White",11236,"NEW","W","F",0
"BrandonBost","White",3501,"OLD","B","F",1
"BrandonBost","White",6964,"OLD","B","M",1
"BrandonBost","White",12149,"OLD","B","M",0
"BrandonBost","White",5399,"NEW","W","M",0
"BrandonBost","White",9335,"OLD","W","F",1
"BrandonBost","White",4478,"OLD","B","F",1
"BrandonBost","White",5033,"NEW","W","F",0
"BrandonBost","White",4399,"NEW","B","F",0
"BrandonBost","White",4660,"NEW","B","F",1
"BrandonBost","White",5294,"NEW","B","F",0
"BrandonBost","White",3997,"NEW","W","F",1
"BrandonBost","White",5034,"OLD","B","F",1
"BrandonBost","White",14366,"NEW","W","M",0
"BrandonBost","White",3705,"NEW","B","F",1
"BrandonBost","White",4041,"NEW","B","F",0
