Username,participant ethnicity,Procedure.Procedure.Notes,Procedure.Shuffle,response
HonVsty,Other/unknown,,ContactQ,Half of my day
HonVsty,Other/unknown,Pos,ATB,1
HonVsty,Other/unknown,Neg,ATB,5
HonVsty,Other/unknown,Manip_check,ATW,1
HonVsty,Other/unknown,Interal,EM_IM,5
HonVsty,Other/unknown,Neg,ATW,5
HonVsty,Other/unknown,Pos,ATW,5
HonVsty,Other/unknown,Pos,ATW,5
HonVsty,Other/unknown,Neg,ATW,1
HonVsty,Other/unknown,Pos,ATW,5
HonVsty,Other/unknown,Manip_check,ATB,1
HonVsty,Other/unknown,Pos,ATW,5
HonVsty,Other/unknown,External,EM_IM,3
HonVsty,Other/unknown,Neg,ATB,1
HonVsty,Other/unknown,External,EM_IM,3
HonVsty,Other/unknown,Pos,ATW,1
HonVsty,Other/unknown,Manip_check,ATW,5
HonVsty,Other/unknown,Pos,ATB,1
HonVsty,Other/unknown,Interal,EM_IM,5
HonVsty,Other/unknown,External,EM_IM,1
HonVsty,Other/unknown,Neg,ATB,5
HonVsty,Other/unknown,Manip_check,EM_IM,1
JZXoYFostVr,White,Manip_check,ATW,5
JZXoYFostVr,White,Neg,ATW,3
JZXoYFostVr,White,Manip_check,ATW,5
JZXoYFostVr,White,Pos,ATB,1
JZXoYFostVr,White,Pos,ATW,5
JZXoYFostVr,White,Neg,ATB,5
JZXoYFostVr,White,Pos,ATW,5
JZXoYFostVr,White,Manip_check,EM_IM,5
JZXoYFostVr,White,Pos,ATB,1
JZXoYFostVr,White,Neg,ATB,1
JZXoYFostVr,White,Manip_check,ATB,5
JZXoYFostVr,White,Interal,EM_IM,5
JZXoYFostVr,White,Neg,ATW,1
JZXoYFostVr,White,External,EM_IM,3
JZXoYFostVr,White,Manip_check,EM_IM,1
JZXoYFostVr,White,Pos,ATB,3
JZXoYFostVr,White,Neg,ATW,1
JZXoYFostVr,White,External,EM_IM,1
JZXoYFostVr,White,Neg,ATB,5
JZXoYFostVr,White,Interal,EM_IM,5
JZXoYFostVr,White,Pos,ATW,1
JZXoYFostVr,White,Manip_check,ATB,1
JZXoYFostVr,White,Neg,ATB,1
JZXoYFostVr,White,Pos,ATW,5
JZXoYFostVr,White,Interal,EM_IM,5
JZXoYFostVr,White,Pos,ATW,5
JZXoYFostVr,White,Interal,EM_IM,5
JZXoYFostVr,White,External,EM_IM,1
JZXoYFostVr,White,Neg,ATW,1
JZXoYFostVr,White,Pos,ATB,1
JZXoYFostVr,White,External,EM_IM,1
JZXoYFostVr,White,Interal,EM_IM,5
JZXoYFostVr,White,Neg,ATB,5
JZXoYFostVr,White,Pos,ATW,5
JZXoYFostVr,White,External,EM_IM,2
JZXoYFostVr,White,Neg,ATB,5
JZXoYFostVr,White,,ContactQ,15ish hours a week
JVrniZhWilliZms,Black,Pos,ATB,3
JVrniZhWilliZms,Black,Pos,ATB,3
JVrniZhWilliZms,Black,Pos,ATB,3
JVrniZhWilliZms,Black,Pos,ATW,5
JVrniZhWilliZms,Black,Neg,ATB,3
JVrniZhWilliZms,Black,Neg,ATW,3
JVrniZhWilliZms,Black,Manip_check,ATW,1
JVrniZhWilliZms,Black,External,EM_IM,4
JVrniZhWilliZms,Black,Interal,EM_IM,4
JVrniZhWilliZms,Black,Manip_check,ATW,5
JVrniZhWilliZms,Black,Pos,ATB,2
JVrniZhWilliZms,Black,Neg,ATW,4
JVrniZhWilliZms,Black,Interal,EM_IM,4
JVrniZhWilliZms,Black,Manip_check,EM_IM,5
JVrniZhWilliZms,Black,Neg,ATB,3
JVrniZhWilliZms,Black,External,EM_IM,4
JVrniZhWilliZms,Black,Manip_check,EM_IM,1
JVrniZhWilliZms,Black,Neg,ATW,2
JVrniZhWilliZms,Black,External,EM_IM,4
JVrniZhWilliZms,Black,Interal,EM_IM,4
JVrniZhWilliZms,Black,Neg,ATB,3
JVrniZhWilliZms,Black,Pos,ATW,3
JVrniZhWilliZms,Black,Manip_check,ATB,1
JVrniZhWilliZms,Black,Manip_check,ATB,5
JVrniZhWilliZms,Black,Pos,ATW,3
JVrniZhWilliZms,Black,Pos,ATW,4
JVrniZhWilliZms,Black,Interal,EM_IM,4
JVrniZhWilliZms,Black,Neg,ATB,3
JVrniZhWilliZms,Black,Interal,EM_IM,3
JVrniZhWilliZms,Black,Pos,ATW,3
JVrniZhWilliZms,Black,,ContactQ,0
JVrniZhWilliZms,Black,Neg,ATW,3
JVrniZhWilliZms,Black,External,EM_IM,4
JVrniZhWilliZms,Black,Pos,ATW,3
JVrniZhWilliZms,Black,External,EM_IM,2
JVrniZhWilliZms,Black,Neg,ATB,3
JVrniZhWilliZms,Black,Neg,ATB,5
JhZyWV,Other/unknown,Manip_check,ATB,5
JhZyWV,Other/unknown,Interal,EM_IM,3
JhZyWV,Other/unknown,Manip_check,EM_IM,1
JhZyWV,Other/unknown,Pos,ATB,2
JhZyWV,Other/unknown,External,EM_IM,4
JhZyWV,Other/unknown,External,EM_IM,
JhZyWV,Other/unknown,Interal,EM_IM,4
JhZyWV,Other/unknown,Neg,ATB,5
JhZyWV,Other/unknown,Neg,ATB,4
JhZyWV,Other/unknown,External,EM_IM,5
JhZyWV,Other/unknown,External,EM_IM,4
JhZyWV,Other/unknown,Pos,ATB,1
JhZyWV,Other/unknown,Neg,ATW,4
JhZyWV,Other/unknown,Neg,ATW,3
JhZyWV,Other/unknown,Interal,EM_IM,5
JhZyWV,Other/unknown,Neg,ATB,3
JhZyWV,Other/unknown,Manip_check,ATW,1
JhZyWV,Other/unknown,Manip_check,ATB,1
JhZyWV,Other/unknown,Interal,EM_IM,5
JhZyWV,Other/unknown,Pos,ATB,3
JhZyWV,Other/unknown,Manip_check,ATW,5
JhZyWV,Other/unknown,Pos,ATW,3
JhZyWV,Other/unknown,Neg,ATB,4
JhZyWV,Other/unknown,Manip_check,EM_IM,5
JhZyWV,Other/unknown,Neg,ATW,3
JhZyWV,Other/unknown,,ContactQ,"168 hours, literally with my rommate "
JhZyWV,Other/unknown,Interal,EM_IM,3
JhZyWV,Other/unknown,Pos,ATW,4
JhZyWV,Other/unknown,Pos,ATW,4
JhZyWV,Other/unknown,External,EM_IM,3
JhZyWV,Other/unknown,Pos,ATW,2
JhZyWV,Other/unknown,Neg,ATB,4
JhZyWV,Other/unknown,Neg,ATB,4
JhZyWV,Other/unknown,Pos,ATB,5
JhZyWV,Other/unknown,Pos,ATW,3
JhZyWV,Other/unknown,Pos,ATW,2
JhZyWV,Other/unknown,Neg,ATW,3
JosVlinVspinozZ,Other/unknown,Pos,ATB,1
JosVlinVspinozZ,Other/unknown,Neg,ATW,2
JosVlinVspinozZ,Other/unknown,Pos,ATB,2
JosVlinVspinozZ,Other/unknown,Pos,ATW,1
JosVlinVspinozZ,Other/unknown,Pos,ATW,5
JosVlinVspinozZ,Other/unknown,Neg,ATW,3
JosVlinVspinozZ,Other/unknown,Pos,ATW,2
JosVlinVspinozZ,Other/unknown,Pos,ATW,1
JosVlinVspinozZ,Other/unknown,Pos,ATW,3
JosVlinVspinozZ,Other/unknown,Manip_check,ATB,1
JosVlinVspinozZ,Other/unknown,Pos,ATW,3
JosVlinVspinozZ,Other/unknown,Manip_check,ATW,1
JosVlinVspinozZ,Other/unknown,Interal,EM_IM,5
JosVlinVspinozZ,Other/unknown,External,EM_IM,5
JosVlinVspinozZ,Other/unknown,Interal,EM_IM,5
JosVlinVspinozZ,Other/unknown,Manip_check,EM_IM,5
JosVlinVspinozZ,Other/unknown,External,EM_IM,3
JosVlinVspinozZ,Other/unknown,External,EM_IM,3
JosVlinVspinozZ,Other/unknown,Interal,EM_IM,5
JosVlinVspinozZ,Other/unknown,Interal,EM_IM,4
JosVlinVspinozZ,Other/unknown,External,EM_IM,3
JosVlinVspinozZ,Other/unknown,,ContactQ,144
JosVlinVspinozZ,Other/unknown,Manip_check,EM_IM,5
JosVlinVspinozZ,Other/unknown,External,EM_IM,3
JosVlinVspinozZ,Other/unknown,Interal,EM_IM,4
JosVlinVspinozZ,Other/unknown,Manip_check,ATB,5
JosVlinVspinozZ,Other/unknown,Neg,ATB,5
JosVlinVspinozZ,Other/unknown,Neg,ATB,1
JosVlinVspinozZ,Other/unknown,Neg,ATB,5
JosVlinVspinozZ,Other/unknown,Neg,ATB,5
JosVlinVspinozZ,Other/unknown,Pos,ATB,1
JosVlinVspinozZ,Other/unknown,Pos,ATB,1
JosVlinVspinozZ,Other/unknown,Neg,ATB,5
JosVlinVspinozZ,Other/unknown,Neg,ATB,5
JosVlinVspinozZ,Other/unknown,Neg,ATW,1
JosVlinVspinozZ,Other/unknown,Manip_check,ATW,5
JosVlinVspinozZ,Other/unknown,Neg,ATW,4
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,1
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,EM_IM,5
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,4
KZrymVLozZnoGZrXiZ,Other/unknown,,ContactQ,20
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATB,2
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATB,2
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,4
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,4
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATB,4
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,EM_IM,1
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,2
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATW,3
KZrymVLozZnoGZrXiZ,Other/unknown,Interal,EM_IM,5
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,2
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATW,4
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,4
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,4
KZrymVLozZnoGZrXiZ,Other/unknown,Interal,EM_IM,4
KZrymVLozZnoGZrXiZ,Other/unknown,Interal,EM_IM,3
KZrymVLozZnoGZrXiZ,Other/unknown,Interal,EM_IM,4
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,3
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,ATW,5
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATW,1
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,4
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,ATB,5
KZrymVLozZnoGZrXiZ,Other/unknown,External,EM_IM,4
KZrymVLozZnoGZrXiZ,Other/unknown,External,EM_IM,3
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATB,3
KZrymVLozZnoGZrXiZ,Other/unknown,External,EM_IM,4
KZrymVLozZnoGZrXiZ,Other/unknown,External,EM_IM,3
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,ATW,1
KZrymVLozZnoGZrXiZ,Other/unknown,External,EM_IM,2
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATW,3
KZrymVLozZnoGZrXiZ,Other/unknown,Pos,ATW,3
KZrymVLozZnoGZrXiZ,Other/unknown,Neg,ATB,3
KZrymVLozZnoGZrXiZ,Other/unknown,Manip_check,ATB,1
KZrymVLozZnoGZrXiZ,Other/unknown,Interal,EM_IM,4
KylVVXZrnVs,White,,ContactQ,30
KylVVXZrnVs,White,Interal,EM_IM,5
KylVVXZrnVs,White,Manip_check,EM_IM,5
KylVVXZrnVs,White,Pos,ATB,2
KylVVXZrnVs,White,Interal,EM_IM,5
KylVVXZrnVs,White,Interal,EM_IM,5
KylVVXZrnVs,White,Pos,ATB,1
KylVVXZrnVs,White,Manip_check,EM_IM,1
KylVVXZrnVs,White,Pos,ATW,1
KylVVXZrnVs,White,Interal,EM_IM,5
KylVVXZrnVs,White,Manip_check,ATW,5
KylVVXZrnVs,White,Neg,ATB,4
KylVVXZrnVs,White,Pos,ATB,3
KylVVXZrnVs,White,Manip_check,ATW,1
KylVVXZrnVs,White,Neg,ATB,5
KylVVXZrnVs,White,Pos,ATW,5
KylVVXZrnVs,White,External,EM_IM,3
KylVVXZrnVs,White,Neg,ATB,5
KylVVXZrnVs,White,External,EM_IM,3
KylVVXZrnVs,White,External,EM_IM,3
KylVVXZrnVs,White,Manip_check,ATB,5
KylVVXZrnVs,White,Pos,ATW,1
KylVVXZrnVs,White,Pos,ATW,5
KylVVXZrnVs,White,Pos,ATW,5
KylVVXZrnVs,White,Interal,EM_IM,5
KylVVXZrnVs,White,External,EM_IM,3
KylVVXZrnVs,White,Pos,ATB,1
KylVVXZrnVs,White,External,EM_IM,3
KylVVXZrnVs,White,Neg,ATB,5
KylVVXZrnVs,White,Pos,ATW,4
KylVVXZrnVs,White,Neg,ATB,5
KylVVXZrnVs,White,Neg,ATB,1
KylVVXZrnVs,White,Neg,ATW,1
KylVVXZrnVs,White,Manip_check,ATB,1
KylVVXZrnVs,White,Neg,ATW,2
KylVVXZrnVs,White,Neg,ATW,3
KylVVXZrnVs,White,Neg,ATW,1
KylVVRZngVl,White,Pos,ATW,1
KylVVRZngVl,White,Pos,ATW,5
KylVVRZngVl,White,Neg,ATW,1
KylVVRZngVl,White,Neg,ATW,1
KylVVRZngVl,White,Pos,ATW,5
KylVVRZngVl,White,Interal,EM_IM,4
KylVVRZngVl,White,External,EM_IM,4
KylVVRZngVl,White,Manip_check,EM_IM,1
KylVVRZngVl,White,Pos,ATW,4
KylVVRZngVl,White,Interal,EM_IM,4
KylVVRZngVl,White,Neg,ATW,1
KylVVRZngVl,White,External,EM_IM,3
KylVVRZngVl,White,,ContactQ,20 or more 
KylVVRZngVl,White,Manip_check,EM_IM,5
KylVVRZngVl,White,Manip_check,ATB,1
KylVVRZngVl,White,Pos,ATB,1
KylVVRZngVl,White,External,EM_IM,2
KylVVRZngVl,White,Pos,ATB,1
KylVVRZngVl,White,Manip_check,ATW,1
KylVVRZngVl,White,Pos,ATB,1
KylVVRZngVl,White,Neg,ATB,5
KylVVRZngVl,White,Neg,ATB,5
KylVVRZngVl,White,Neg,ATB,5
KylVVRZngVl,White,Neg,ATB,5
KylVVRZngVl,White,Manip_check,ATB,5
KylVVRZngVl,White,Pos,ATB,1
KylVVRZngVl,White,Neg,ATB,3
KylVVRZngVl,White,Interal,EM_IM,5
KylVVRZngVl,White,External,EM_IM,3
KylVVRZngVl,White,Pos,ATW,5
KylVVRZngVl,White,Interal,EM_IM,4
KylVVRZngVl,White,Interal,EM_IM,5
KylVVRZngVl,White,Manip_check,ATW,5
KylVVRZngVl,White,Neg,ATB,1
KylVVRZngVl,White,External,EM_IM,3
KylVVRZngVl,White,Pos,ATW,5
KylVVRZngVl,White,Neg,ATW,1
lZnWonshVlton,Black,External,EM_IM,4
lZnWonshVlton,Black,Interal,EM_IM,5
lZnWonshVlton,Black,Neg,ATB,5
lZnWonshVlton,Black,Manip_check,ATW,5
lZnWonshVlton,Black,Interal,EM_IM,5
lZnWonshVlton,Black,Manip_check,ATB,1
lZnWonshVlton,Black,Manip_check,ATB,5
lZnWonshVlton,Black,Pos,ATB,1
lZnWonshVlton,Black,Manip_check,EM_IM,1
lZnWonshVlton,Black,Pos,ATB,1
lZnWonshVlton,Black,Neg,ATB,5
lZnWonshVlton,Black,Neg,ATB,1
lZnWonshVlton,Black,Neg,ATB,4
lZnWonshVlton,Black,Neg,ATW,1
lZnWonshVlton,Black,Pos,ATW,5
lZnWonshVlton,Black,Pos,ATB,1
lZnWonshVlton,Black,Manip_check,ATW,1
lZnWonshVlton,Black,Pos,ATW,5
lZnWonshVlton,Black,Pos,ATW,1
lZnWonshVlton,Black,Pos,ATW,5
lZnWonshVlton,Black,Pos,ATW,5
lZnWonshVlton,Black,,ContactQ,168
lZnWonshVlton,Black,Manip_check,EM_IM,5
lZnWonshVlton,Black,Neg,ATW,1
lZnWonshVlton,Black,Neg,ATW,1
lZnWonshVlton,Black,Pos,ATW,5
lZnWonshVlton,Black,External,EM_IM,1
lZnWonshVlton,Black,External,EM_IM,3
lZnWonshVlton,Black,Interal,EM_IM,4
lZnWonshVlton,Black,Interal,EM_IM,4
lZnWonshVlton,Black,Pos,ATB,1
lZnWonshVlton,Black,External,EM_IM,1
lZnWonshVlton,Black,External,EM_IM,5
lZnWonshVlton,Black,Neg,ATB,5
lZnWonshVlton,Black,Neg,ATW,5
lZnWonshVlton,Black,Interal,EM_IM,5
lZnWonshVlton,Black,Neg,ATB,5
LVZhFrZnks,Black,External,EM_IM,1
LVZhFrZnks,Black,Manip_check,EM_IM,5
LVZhFrZnks,Black,External,EM_IM,4
LVZhFrZnks,Black,Interal,EM_IM,5
LVZhFrZnks,Black,Interal,EM_IM,5
LVZhFrZnks,Black,Interal,EM_IM,5
LVZhFrZnks,Black,,ContactQ,6 hours
LVZhFrZnks,Black,Interal,EM_IM,5
LVZhFrZnks,Black,External,EM_IM,1
LVZhFrZnks,Black,External,EM_IM,1
LVZhFrZnks,Black,Manip_check,ATW,5
LVZhFrZnks,Black,Manip_check,ATW,1
LVZhFrZnks,Black,Neg,ATW,1
LVZhFrZnks,Black,Neg,ATW,5
LVZhFrZnks,Black,Pos,ATW,1
LVZhFrZnks,Black,Pos,ATW,3
LVZhFrZnks,Black,Neg,ATW,1
LVZhFrZnks,Black,Pos,ATW,5
LVZhFrZnks,Black,Pos,ATW,4
LVZhFrZnks,Black,Pos,ATW,4
LVZhFrZnks,Black,Pos,ATW,5
LVZhFrZnks,Black,Neg,ATW,3
LVZhFrZnks,Black,Pos,ATB,1
LVZhFrZnks,Black,Neg,ATB,5
LVZhFrZnks,Black,Manip_check,ATB,5
LVZhFrZnks,Black,Manip_check,ATB,1
LVZhFrZnks,Black,Pos,ATB,1
LVZhFrZnks,Black,Neg,ATB,5
LVZhFrZnks,Black,Pos,ATB,1
LVZhFrZnks,Black,Neg,ATB,5
LVZhFrZnks,Black,Neg,ATB,5
LVZhFrZnks,Black,Neg,ATB,5
LVZhFrZnks,Black,Pos,ATB,1
LVZhFrZnks,Black,Neg,ATB,1
LVZhFrZnks,Black,Interal,EM_IM,4
LVZhFrZnks,Black,External,EM_IM,3
LVZhFrZnks,Black,Manip_check,EM_IM,1
LilyZnXopVlZnW,White,Interal,EM_IM,4
LilyZnXopVlZnW,White,Pos,ATW,3
LilyZnXopVlZnW,White,Manip_check,EM_IM,5
LilyZnXopVlZnW,White,Pos,ATW,5
LilyZnXopVlZnW,White,Pos,ATB,3
LilyZnXopVlZnW,White,Neg,ATB,5
LilyZnXopVlZnW,White,External,EM_IM,4
LilyZnXopVlZnW,White,External,EM_IM,3
LilyZnXopVlZnW,White,Neg,ATB,5
LilyZnXopVlZnW,White,Neg,ATB,1
LilyZnXopVlZnW,White,Manip_check,ATB,5
LilyZnXopVlZnW,White,Pos,ATB,1
LilyZnXopVlZnW,White,Manip_check,ATW,5
LilyZnXopVlZnW,White,Pos,ATB,1
LilyZnXopVlZnW,White,Pos,ATB,1
LilyZnXopVlZnW,White,Neg,ATB,5
LilyZnXopVlZnW,White,Interal,EM_IM,5
LilyZnXopVlZnW,White,Neg,ATW,3
LilyZnXopVlZnW,White,Manip_check,EM_IM,1
LilyZnXopVlZnW,White,Pos,ATW,1
LilyZnXopVlZnW,White,Pos,ATW,5
LilyZnXopVlZnW,White,Neg,ATB,5
LilyZnXopVlZnW,White,Neg,ATW,1
LilyZnXopVlZnW,White,Interal,EM_IM,3
LilyZnXopVlZnW,White,Pos,ATW,5
LilyZnXopVlZnW,White,Interal,EM_IM,3
LilyZnXopVlZnW,White,External,EM_IM,3
LilyZnXopVlZnW,White,Neg,ATW,1
LilyZnXopVlZnW,White,External,EM_IM,2
LilyZnXopVlZnW,White,Manip_check,ATW,1
LilyZnXopVlZnW,White,External,EM_IM,3
LilyZnXopVlZnW,White,Interal,EM_IM,5
LilyZnXopVlZnW,White,Neg,ATB,4
LilyZnXopVlZnW,White,Pos,ATW,5
LilyZnXopVlZnW,White,Neg,ATW,1
LilyZnXopVlZnW,White,Manip_check,ATB,1
LilyZnXopVlZnW,White,,ContactQ,I work with individuals of different races/ethnicities; at least 20 hours a week. 
MZryPowVrs,White,External,EM_IM,2
MZryPowVrs,White,Pos,ATB,1
MZryPowVrs,White,Neg,ATB,5
MZryPowVrs,White,Neg,ATB,1
MZryPowVrs,White,Pos,ATB,1
MZryPowVrs,White,External,EM_IM,3
MZryPowVrs,White,,ContactQ,40+
MZryPowVrs,White,Interal,EM_IM,4
MZryPowVrs,White,Pos,ATB,1
MZryPowVrs,White,Manip_check,ATW,1
MZryPowVrs,White,Neg,ATW,1
MZryPowVrs,White,Pos,ATW,5
MZryPowVrs,White,Neg,ATW,1
MZryPowVrs,White,Manip_check,ATW,5
MZryPowVrs,White,Pos,ATW,5
MZryPowVrs,White,Pos,ATW,5
MZryPowVrs,White,Pos,ATW,1
MZryPowVrs,White,Pos,ATW,5
MZryPowVrs,White,Manip_check,ATB,1
MZryPowVrs,White,Neg,ATB,5
MZryPowVrs,White,Neg,ATB,5
MZryPowVrs,White,Neg,ATB,5
MZryPowVrs,White,External,EM_IM,3
MZryPowVrs,White,External,EM_IM,3
MZryPowVrs,White,Manip_check,EM_IM,1
MZryPowVrs,White,Interal,EM_IM,5
MZryPowVrs,White,External,EM_IM,4
MZryPowVrs,White,Interal,EM_IM,5
MZryPowVrs,White,Manip_check,EM_IM,5
MZryPowVrs,White,Interal,EM_IM,5
MZryPowVrs,White,Interal,EM_IM,4
MZryPowVrs,White,Neg,ATW,1
MZryPowVrs,White,Pos,ATW,4
MZryPowVrs,White,Neg,ATW,1
MZryPowVrs,White,Pos,ATB,1
MZryPowVrs,White,Manip_check,ATB,5
MZryPowVrs,White,Neg,ATB,5
MXKVnziVMoyVr,White,Pos,ATW,5
MXKVnziVMoyVr,White,Neg,ATW,1
MXKVnziVMoyVr,White,Manip_check,ATB,1
MXKVnziVMoyVr,White,Pos,ATW,1
MXKVnziVMoyVr,White,External,EM_IM,1
MXKVnziVMoyVr,White,Neg,ATB,5
MXKVnziVMoyVr,White,Neg,ATB,5
MXKVnziVMoyVr,White,Pos,ATW,5
MXKVnziVMoyVr,White,Interal,EM_IM,4
MXKVnziVMoyVr,White,Manip_check,ATW,5
MXKVnziVMoyVr,White,Neg,ATB,5
MXKVnziVMoyVr,White,Pos,ATW,5
MXKVnziVMoyVr,White,Pos,ATB,1
MXKVnziVMoyVr,White,Manip_check,ATW,1
MXKVnziVMoyVr,White,Interal,EM_IM,5
MXKVnziVMoyVr,White,Pos,ATW,4
MXKVnziVMoyVr,White,Manip_check,EM_IM,5
MXKVnziVMoyVr,White,Neg,ATW,1
MXKVnziVMoyVr,White,Neg,ATB,5
MXKVnziVMoyVr,White,Interal,EM_IM,5
MXKVnziVMoyVr,White,Neg,ATB,4
MXKVnziVMoyVr,White,External,EM_IM,2
MXKVnziVMoyVr,White,Pos,ATW,5
MXKVnziVMoyVr,White,External,EM_IM,3
MXKVnziVMoyVr,White,Interal,EM_IM,5
MXKVnziVMoyVr,White,Neg,ATW,1
MXKVnziVMoyVr,White,Pos,ATB,1
MXKVnziVMoyVr,White,Neg,ATB,1
MXKVnziVMoyVr,White,Manip_check,EM_IM,1
MXKVnziVMoyVr,White,Neg,ATW,1
MXKVnziVMoyVr,White,,ContactQ,3
MXKVnziVMoyVr,White,Interal,EM_IM,5
MXKVnziVMoyVr,White,Manip_check,ATB,5
MXKVnziVMoyVr,White,Pos,ATB,3
MXKVnziVMoyVr,White,External,EM_IM,1
MXKVnziVMoyVr,White,Pos,ATB,1
MXKVnziVMoyVr,White,External,EM_IM,1
MVgZnHughVs,White,Manip_check,ATB,1
MVgZnHughVs,White,Manip_check,ATB,5
MVgZnHughVs,White,Neg,ATW,5
MVgZnHughVs,White,Manip_check,ATW,5
MVgZnHughVs,White,Pos,ATB,2
MVgZnHughVs,White,Pos,ATW,5
MVgZnHughVs,White,Neg,ATB,5
MVgZnHughVs,White,Neg,ATB,4
MVgZnHughVs,White,Pos,ATB,1
MVgZnHughVs,White,Pos,ATW,4
MVgZnHughVs,White,Interal,EM_IM,5
MVgZnHughVs,White,Manip_check,EM_IM,1
MVgZnHughVs,White,Neg,ATW,1
MVgZnHughVs,White,Manip_check,EM_IM,5
MVgZnHughVs,White,External,EM_IM,3
MVgZnHughVs,White,Neg,ATW,2
MVgZnHughVs,White,External,EM_IM,1
MVgZnHughVs,White,Neg,ATW,2
MVgZnHughVs,White,Pos,ATW,3
MVgZnHughVs,White,External,EM_IM,3
MVgZnHughVs,White,External,EM_IM,4
MVgZnHughVs,White,Neg,ATB,2
MVgZnHughVs,White,Neg,ATB,4
MVgZnHughVs,White,Neg,ATB,5
MVgZnHughVs,White,Pos,ATW,3
MVgZnHughVs,White,Interal,EM_IM,5
MVgZnHughVs,White,Interal,EM_IM,5
MVgZnHughVs,White,,ContactQ,15
MVgZnHughVs,White,Manip_check,ATW,1
MVgZnHughVs,White,Pos,ATW,4
MVgZnHughVs,White,Interal,EM_IM,5
MVgZnHughVs,White,Pos,ATW,1
MVgZnHughVs,White,Interal,EM_IM,5
MVgZnHughVs,White,Pos,ATB,2
MVgZnHughVs,White,Pos,ATB,1
MVgZnHughVs,White,External,EM_IM,3
MVgZnHughVs,White,Neg,ATB,5
MVlVnyRojZs,Other/unknown,External,EM_IM,1
MVlVnyRojZs,Other/unknown,Manip_check,ATW,1
MVlVnyRojZs,Other/unknown,Manip_check,EM_IM,5
MVlVnyRojZs,Other/unknown,Neg,ATW,1
MVlVnyRojZs,Other/unknown,Pos,ATW,1
MVlVnyRojZs,Other/unknown,Pos,ATW,5
MVlVnyRojZs,Other/unknown,Interal,EM_IM,5
MVlVnyRojZs,Other/unknown,Interal,EM_IM,5
MVlVnyRojZs,Other/unknown,External,EM_IM,1
MVlVnyRojZs,Other/unknown,External,EM_IM,3
MVlVnyRojZs,Other/unknown,Manip_check,ATB,1
MVlVnyRojZs,Other/unknown,Pos,ATB,1
MVlVnyRojZs,Other/unknown,,ContactQ,10-May
MVlVnyRojZs,Other/unknown,External,EM_IM,5
MVlVnyRojZs,Other/unknown,Manip_check,EM_IM,1
MVlVnyRojZs,Other/unknown,Pos,ATW,5
MVlVnyRojZs,Other/unknown,Pos,ATW,5
MVlVnyRojZs,Other/unknown,Interal,EM_IM,5
MVlVnyRojZs,Other/unknown,Interal,EM_IM,5
MVlVnyRojZs,Other/unknown,Neg,ATW,1
MVlVnyRojZs,Other/unknown,Neg,ATW,1
MVlVnyRojZs,Other/unknown,Neg,ATW,1
MVlVnyRojZs,Other/unknown,Manip_check,ATW,5
MVlVnyRojZs,Other/unknown,Neg,ATB,5
MVlVnyRojZs,Other/unknown,Neg,ATB,1
MVlVnyRojZs,Other/unknown,Neg,ATB,5
MVlVnyRojZs,Other/unknown,Pos,ATB,1
MVlVnyRojZs,Other/unknown,Pos,ATB,1
MVlVnyRojZs,Other/unknown,Pos,ATW,5
MVlVnyRojZs,Other/unknown,Pos,ATW,1
MVlVnyRojZs,Other/unknown,External,EM_IM,5
MVlVnyRojZs,Other/unknown,Interal,EM_IM,5
MVlVnyRojZs,Other/unknown,Pos,ATB,1
MVlVnyRojZs,Other/unknown,Neg,ATB,5
MVlVnyRojZs,Other/unknown,Neg,ATB,5
MVlVnyRojZs,Other/unknown,Manip_check,ATB,5
MVlVnyRojZs,Other/unknown,Neg,ATB,5
MorgZnPopV,White,Neg,ATW,2
MorgZnPopV,White,Manip_check,ATW,5
MorgZnPopV,White,Pos,ATW,5
MorgZnPopV,White,Manip_check,ATW,1
MorgZnPopV,White,External,EM_IM,4
MorgZnPopV,White,Manip_check,EM_IM,1
MorgZnPopV,White,Interal,EM_IM,4
MorgZnPopV,White,External,EM_IM,3
